year,ANZ_p25,CAM_p25,CAN_p25,CHI_p25,EEU_p25,FSU_p25,JPK_p25,LAM_p25,MAF_p25,MDE_p25,SAS_p25,SEA_p25,SIS_p25,SSA_p25,USA_p25,WEU_p25,World_p25,ANZ_p170,CAM_p170,CAN_p170,CHI_p170,EEU_p170,FSU_p170,JPK_p170,LAM_p170,MAF_p170,MDE_p170,SAS_p170,SEA_p170,SIS_p170,SSA_p170,USA_p170,WEU_p170,World_p170,ANZ_p500,CAM_p500,CAN_p500,CHI_p500,EEU_p500,FSU_p500,JPK_p500,LAM_p500,MAF_p500,MDE_p500,SAS_p500,SEA_p500,SIS_p500,SSA_p500,USA_p500,WEU_p500,World_p500,ANZ_p830,CAM_p830,CAN_p830,CHI_p830,EEU_p830,FSU_p830,JPK_p830,LAM_p830,MAF_p830,MDE_p830,SAS_p830,SEA_p830,SIS_p830,SSA_p830,USA_p830,WEU_p830,World_p830,ANZ_p975,CAM_p975,CAN_p975,CHI_p975,EEU_p975,FSU_p975,JPK_p975,LAM_p975,MAF_p975,MDE_p975,SAS_p975,SEA_p975,SIS_p975,SSA_p975,USA_p975,WEU_p975,World_p975
2020,-6563574022.91892,-19524488214.8416,-34941502757.6517,-448528723828.645,-144947960943.79,-177368638580.889,-152606202817.975,-38846987823.8917,-14589080120.1737,-32170583415.9183,-341511078263.572,-121269126552.235,-17181241640.0148,-47640085867.1787,-443691886177.191,-247285118489.559,-527622285737.012,952661081.033143,-8387189156.93226,-16982515273.1318,-153199474045.747,-52294628541.0987,-90643979466.9275,-40613893155.6667,-15332584129.5872,-3968293169.152,-4480300270.592,-90005066902.4905,-44981074064.7924,-3584069919.7952,-3897702598.61366,-108757695520.833,-113348294273.707,-59663487740.4587,6996312446.57545,4239797221.38373,-2740370066.20444,31143634835.5981,-7894537819.60674,917103069.439988,23403471984.3306,13057074841.6,9071152935.49712,32115284920.32,110520515159.196,18199852804.3554,3057706208.13974,24305228150.9415,122927144356.053,33499195938.1333,446071006918.236,14061344226.0401,14930967160.3635,11322719427.1413,267611650673.668,33613083882.5327,81398625998.789,128852775804.912,44097803803.0333,20697199805.3034,72231585730.9769,317824436220.72,91284390365.9442,7839405525.86785,50860409627.0335,417724004677.175,128862356912.066,1098924556923.07,24198450938.6761,33204572540.6128,28284264329.8084,695687695007.743,110972517938.516,304912113898.834,226942549700.02,85548156507.5593,39165902313.5972,246390906798.059,632600270377.538,220207263776.559,17966604668.6353,89581319504.9918,864354597115.644,235270213535.744,1752593694778.33
2021,-4145419396.30699,-21417451894.784,-31412742395.904,-370095887941.632,-174065421797.148,-147254633224.221,-212203646882.99,-37005857882.2049,-13685081897.1342,-33693322845.6928,-267537787260.982,-104576976281.987,-15960240648.448,-41279002404.5482,-200921198612.48,-496881574445.056,-668897796472.741,2209314519.38133,-9530315545.41611,-12863197372.1234,-193497153211.417,-51266429656.5419,-73966519814.1125,-56577840066.2869,5021891888.43243,-2666632637.5424,-1130895487.66118,-22981737003.8272,-36628015201.4848,-2301971447.4112,2412573148.32453,3495456808.17005,-128837076702.269,-94796770205.6021,7931037782.30857,2940652044.8,3835263841.27999,110461858140.431,-6503827096.92263,-12757150259.2814,25105765341.8122,34082178456.6232,9008920335.05879,27225486223.6693,115253803008,21845208793.7692,2726605621.28609,24638046995.6923,204636368732.16,5210498697.50218,679057369164.21,15862560621.1876,18010539889.2206,16262547842.3112,391248238500.249,34245889635.8396,44411592568.9632,140335972282.367,70295571853.4435,19551160930.4276,75145003261.2495,290280769682.257,90063929928.6739,9815257141.65807,50844432312.2882,494401257895.748,150129965318.794,1310382427189.52,24045285544.333,44267026019.7165,27352183763.4781,740500832100.352,76753223443.6019,90738122728.5566,268960797405.18,122652969105.408,32944914573.3119,313414889975.273,728430870601.727,200676867843.335,21073590097.9197,123573319608.452,834430060483.916,255547577415.305,2034562725129.98
2022,-2306386620.98166,-12506752273.92,-31195606110.7485,-360687985702.619,-153908083453.367,-180571250225.152,-165381436010.633,-15462423590.9087,-14022022647.808,-24123034442.4524,-277775619310.095,-107525283514.798,-13587776336.896,-25320769274.8719,-358048068735.561,-228474484588.179,-340544500399.36,1716426711.93173,-2381880624.64,-17478009117.0816,-98426201102.789,-41347807757.312,-71867530249.1282,-36074094805.4016,9954899879.9588,-1301850400.21051,6322433229.64655,-1098071681.42156,-26244163243.7765,-2258188696.67085,14126602103.3301,7148420095.8211,-106923640581.325,165441650865.835,10855868041.5086,9898212703.08565,-600178536.960011,178144410414.483,10728943919.9093,24554445713.7228,49549383689.7679,34009460162.56,10864480184.3781,34918416896,161872160639.269,43650026377.1833,5357702677.24016,34461721746.2856,227063842513.195,41507265877.3332,953903581120.909,20650163700.9408,25732326766.8513,16685921883.7143,385611275449.779,58406269784.8832,114938565484.436,121150476859.651,71619928509.6446,24332858376.6016,84746000068.8808,397014621893.427,104509357609.779,14663483854.2814,64831325667.0667,498911335507.557,177223715505.088,1549570603123.4,32309984278.8048,43136882445.1047,38909991682.0474,669026281709.567,154005228558.692,227493157892.467,289752860646.253,121905858185.563,39391868363.2637,337808777864.584,606640292960.044,206092936445.95,25516519731.4925,145038278744.936,845354732834.647,280262097455.844,2226689412339.71
2023,-4806007189.408,-15006807112.2651,-34625082974.72,-312061800397.207,-114574006852.212,-127921556291.584,-137504176184.654,-31613925005.146,-10889339538.432,-28401140529.4446,-193523636476.199,-75586062121.3624,-8999574388.23784,-17828196020.6034,-195275186753.536,-231889011568.014,-62903847914.7554,2613062403.34507,-4609627500.61368,-15070524870.4039,-98932893703.0217,-42673444892.672,-55516884338.2784,-47617145681.9515,4555042705.43123,-1759808887.04,4533961433.88897,-35000035372.0007,-12356315579.6688,-890393941.23961,2455141737.4407,71911751785.7537,-88402236295.9287,440594146123.134,9199538991.61844,10041234944,-1187319155.59385,103381784826.709,413800657.300439,13328603844.4763,39504729581.2782,29259252643.84,10115273665.4172,43499279354.1485,219562176205.94,46568729997.9738,3837878975.72052,29860364250.4533,270976482155.854,41494479718.7171,1043973523062.49,15336596890.2617,24167357083.4721,15642241352.3627,476196257461.714,37635975818.3186,87029109552.1962,131569521021.88,67411424791.7317,29972617344.4779,102983863927.791,566821485322.955,141595365375.854,10961588153.2805,66536185762.99,675456512173.746,153918252166.894,1790371587279.59,27041259847.875,50410180139.7948,33306398437.3759,917373306650.623,88069577902.7626,182682964433.046,336282849847.975,96072787610.2707,53696883677.8124,420515931927.498,1013972867645.44,248612292694.016,24728249807.8715,128130672702.717,1004097834132.62,318660805894.143,2651965676465.3
2024,-6126779338.15467,-22312949509.6165,-36159500571.2687,-291831482580.992,-92861490693.2663,-116365366930.871,-112886919105.397,-25180017427.8987,-18033231514.2827,-27237715336.192,-360625171961.225,-82748318047.6439,-13504336830.3924,-49545804564.1875,-312940491419.648,-245833722853.376,-605859870254.651,502594745.0144,-7429549015.52839,-19592596629.9136,-79706435561.5305,-40388770824.192,-46912192786.5427,-24836947499.5322,5441147037.80627,-1554540328.45187,-1661658707.99567,-37831501741.3645,-20056179827.7254,-630720689.9712,-3847144657.53741,254072807.722684,-99027396199.8309,335445883168.499,6242584846.24482,7668997321.05561,-3195328147.73929,141612315209.143,-6232749802.73232,22385121894.3999,57261218318.6283,30961799905.2799,12601580238.155,30975532529.3714,187684254105.599,49123167142.461,5197189823.63428,26833891895.1385,273392743026.026,18916552444.6122,1009313136134.92,13521836517.7271,22391892267.8272,17173949845.2366,431116436334.18,36449821679.7849,78637428291.5565,157897917299.644,57381394151.5965,28885005697.4533,84391651906.1202,426120242732.353,135691690955.591,12199701737.2964,55558867121.0025,582481051199.078,111275561314.167,1561606256047.35,22866453784.6635,44593878339.5839,31987235319.2889,663012142158.767,94078246882.5746,142637869165.106,309987097515.349,95430876244.9582,43335489307.4304,407235714536.186,792956793050.209,247920202698.749,25927020366.5067,99299204509.8571,943999784762.549,221841043214.335,2088931985326.36
2025,-4887502713.90044,-20867619067.6114,-39021403647.3651,-397853417121.425,-115800965592.203,-167781599444.849,-145987541524.024,-27478960394.24,-15469918198.4689,-34952570994.688,-413809202773.366,-152989533754.709,-11872219022.336,-17274821376.256,-365499039789.056,-256660260290.56,-572844404768.352,3517464304.63032,-5709697310.78512,-18433540368.9106,-113501733573.018,-55532150035.1056,-79289833972.7669,-45930241595.6756,3638483122.3616,-575466984.111543,13906895039.4506,-47823821297.3974,-28591819601.3849,-2074191364.81069,12443748495.067,-1110340316.80827,-86166180272.5376,337582736819.157,13234962309.0305,12170254243.4863,-2783446674.44542,343475988070.399,-5922753323.88581,12867173826.9506,54396449588.7484,40260105373.0133,12963661824,58715279274.8279,266580445454.966,51749785222.3082,4841691781.11999,47119624419.5555,220797174547.004,26855633075.1995,1305216240493.87,24076268346.3387,31165217914.5646,10836802739.2217,785354133416.965,24221540270.9507,84556896441.9841,163964683689.281,74831659824.8593,30755179882.4451,133653951952.896,637546454450.175,152500441320.653,13343283523.7204,83255407285.4549,504040396544.875,118367562210.509,2013465584144.14,36455625833.472,56385890351.2313,24165952500.9293,1353757463589.42,72093559431.1674,179111233760.334,233425839263.428,110593662446.592,49145005964.2877,566391407509.496,1294393332840.15,274757209532.414,25690546737.408,163484269035.519,833038034064.72,230453614509.15,3239828872041.46
2026,-1238973945.57205,-16038046194.325,-33900559975.936,-223363722391.141,-87231210955.4162,-140718035471.799,-146571806244.864,-21056363033.344,-11442458475.7659,-17352885860.1642,-334422721036.288,-175213190608.603,-11911127904.8832,-19247394885.2991,-241013116520.354,-208649492978.162,-263769474188.074,5145174261.25671,3570913447.27504,-16089654227.788,89711382030.2857,-34817001305.7654,-35178435518.2592,-16243924299.0011,19817537998.5439,1483542327.7056,10586745076.5879,-15988559377.7493,-47638949588.1945,-1081565234.01502,11626531346.432,54106684285.9966,-52478466952.7667,723304031757.802,12762073319.1314,21428266343.7838,-1087640272.3327,358344854818.655,9646474737.8215,45289255328.7628,71319764992,52280936939.52,15123401036.1081,62946843495.0774,281058352469.333,47511690382.3986,7486875608.31757,46727873727.1466,337993539004.258,69415409218.7826,1534333119085.07,26165116198.1952,37304015038.6696,12951123429.594,655653063945.294,67934621709.0079,127445678858.776,155630584356.817,104986351828.74,37712107784.8063,116414618110.712,636971953291.264,180567123047.219,18383111406.714,104707968302.739,559528981239.991,183072801804.929,2386542585690.61,42318459478.0156,67047997562.2497,33414807634.7975,1026585716867.07,134961909201.577,191517792761.975,256625364655.497,175790373312.67,63715737495.2581,599474660747.598,1213410724249.6,305314422902.782,37482623318.8936,195929327211.08,793972986978.3,328905274567.336,3531100221812.8
2027,-5748715208.32305,-11863789448.5656,-41176437417.1063,-261086287507.309,-114525861695.202,-114369207623.68,-134606391458.475,-19037528356.8738,-15354468023.507,-25322476041.1607,-329602033235.817,-95412842025.586,-14031478167.1131,-24297665378.0859,-181474916012.617,-225274753663.471,123413699272.748,1564747363.648,5255515091.29565,-17442264002.7648,-31704765374.464,-45077132679.3435,-33482271171.1744,-29613867983.6672,25502662686.1739,5841411755.5892,17697350816.4416,60621534930.3004,-26337995706.5178,-368899016.863999,21804646425.3988,14759312709.8567,-58486610119.9707,812145660119.814,13360206451.1758,21399811934.5545,214653603.23052,349403174478.994,1913590003.19994,29642829789.1568,78586821457.6067,60739780166.8923,19883720057.4669,65661993194.0571,297447368560.756,50181290393.5999,10014310995.841,63195893818.5143,333190992050.086,73296489399.5323,1563827547893.35,28422446753.783,52448488153.2244,17965311583.4952,693612934810.122,60774823989.2479,75872270185.2668,187095849896.804,124369482084.352,42283403161.9484,132560019281.508,580394087124.385,187885176828.722,19252801158.8608,124415259291.648,607430669127.231,217633686984.021,2475313523576.92,42525498173.7325,92543394736.4204,50652114947.5107,1206713399951.36,104809323452.188,171113249034.507,345778941304.831,194347086462.976,68117339316.224,606678482818.964,1311993574882.86,341057521655.807,30637705050.6238,223136622339.217,1407616350683.14,369095826096.229,3702615389099.44
2028,-5559219371.71004,-17882288100.608,-37240459241.8595,-130042932328.636,-149450480270.448,-102924600407.04,-62944156542.7383,-32532958138.368,-12865860844.1013,-19338722725.3215,-406348059142.827,-136324606180.569,-18119006289.7246,-30454912886.784,-148471983898.624,-251001331191.676,76851805612.0136,5713201618.51421,2032298084.39758,-17226449019.7266,137238224723.798,-44084510416.6912,-46246953108.2752,33480773361.199,11066050068.0084,5297927673.216,20052856776.5184,-57274575719.8629,-29805914842.6211,389446149.667409,23026813994.6289,153132170235.589,-79506595837.952,949706212593.576,16147478551.4057,23677541765.0873,-930783721.353866,450296340909.785,-3425657477.90152,17836207082.8362,106799628136.763,55301695651.84,23400221015.04,71063852421.0873,226127203655.68,68876860015.304,10880524826.7815,58797763566.0922,412082755083.378,44497868679.5286,1641995179875.32,26644510899.6388,53050365779.1486,13497724415.1807,777253916965.576,32578714175.9177,76373428057.2173,219682140173.107,109902666883.107,48761598870.2061,169640354993.325,518500573561.689,211641246647.089,21116496706.0086,109949245565.922,724345102054.161,159956465982.786,2499836554736.28,41942622114.4746,85837225908.2234,40652889567.9147,1098877442669.33,108736370101.275,195143777885.036,338119616972.388,201566401965.489,76747253316.4602,654942106990.27,1283647328796.67,384342317879.292,38217651637.0864,232723888006.224,1071181980734.02,249144109266.334,3644467222320.2
2029,-5940210529.28,-16262657081.0514,-36947634629.8811,-293686030994.148,-174374861471.744,-164880203861.957,-149475192173.909,-27699256846.6286,-11622187836.3668,-20673302949.888,-242244330919.253,-127241094522.88,-8645546879.37089,-16231967613.696,-459485971824.64,-279472230204.814,-217579219206.108,4852135944.82366,1910046616.42544,-19996220419.2768,9605428545.40815,-60656422426.9191,-74214854704.7092,-14080152000.1024,25279984502.924,-403899813.596186,14333726867.5799,10269255071.2003,-18506047461.829,145834282.297998,12845899892.4629,56531961318.6048,-97485539075.8009,590200013983.407,18329689429.3333,18245628450.1333,-793072694.078636,340465302264.173,-11436611008.9637,-1105874066.286,91858976553.3624,66728005093.6685,17307514839.04,57445099237.3837,257115036410.677,62826173235.2,8979414741.33333,51704852193.28,372958579520.362,-2721233876.24048,1406098004205.19,26720631444.9603,47978591442.6601,15061014085.3589,719128125871.003,33293450768.4535,103180681659.331,198279760103.716,113667473647.962,42867768445.6885,128834369048.693,736800907195.186,163095838121.628,19689507707.6146,118108195417.994,727415988210.893,104263782220.009,2505483824574.34,41667066132.7567,104849460271.396,31148447161.8559,1115903760262.21,69979114487.9494,235830402517.595,323294401796.242,216262478541.246,79168738886.6558,632930616280.603,1388759592810.22,324806419452.487,48791007612.0868,262395303304.608,1034312727405.7,207373554246.166,3663758709632.11
2030,-1565597521.65342,-16549644877.4291,-41731266722.304,-431032672305.491,-112502116423.631,-165849243562.379,-133720320610.304,-21615289198.592,-12582717838.5723,-23807271589.888,-282084573634.56,-131960011129.04,-5683882042.94291,-17215817140.1195,-91004434733.056,-242995621990.4,104362060966.956,7334587202.19766,7276258551.01206,-21886099171.328,100813308444.887,-49201254838.209,-47196998552.7808,20678967725.9906,43650318105.2174,1652971225.07458,23622789300.224,63456322568.6707,-23717118722.7513,2997173612.1344,32885794326.4695,207205036339.548,-94722409011.0639,1115256641094.28,19040592834.56,27938777333.76,-180780761.437227,575576295593.921,-1777227597.3291,26421635832.1746,107032732958.72,87008367637.2928,24319365230.7027,75388287666.4685,480116813004.799,79499431772.1598,12129904011.5994,89690561104.3325,491280185051.428,52668903918.9059,2248208516520.24,33655287425.655,60330151513.7608,15408373933.2863,1082984718086.96,46692423198.8554,130601908959.421,237235384393.602,140815831214.489,55686936945.0495,185310809417.825,924603440421.095,241928244891.406,25207532672.9785,173804915360.421,770912357589.506,166654974641.582,3501555913692.96,52406871925.9469,90638274514.3577,34541200813.6248,1512236486410.23,107823087603.61,250593407970.487,385270255828.287,203333474770.94,93373200946.1754,805788182118.394,1961070387350.22,425224540898.537,47442521459.3706,286209110376.447,1139490400128.71,482801406767.1,5079259411621.03
2031,-3524813782.24229,-22309493947.9434,-42791305129.984,-361475000776.105,-87677713792.5291,-181041937039.36,-138497369995.082,-2311540467.328,-16766938938.368,-15855410815.3081,-458073991867.831,-186909007689.666,-8759739813.376,-13585723745.0768,-95936071131.0448,-188791738761.216,66644939298.304,9014568798.43918,2866070984.94721,-19556857135.7812,116062670758.434,-36773267138.9696,-44672462140.2112,-15255669298.0342,45403473862.0439,6214449333.34505,28588553010.1116,16379419409.3397,-70764400507.2896,716656229.179018,27673874854.0245,223838799307.122,-52176583551.2491,992746222827.158,18799677328.8228,24921570680.0636,5419531219.4782,535145465310.461,9869827461.11992,62806425927.6799,87357017973.3659,81316880384,27430299086.2628,87233682145.28,259069646315.52,72716530202.3311,11888196403.2,85359944335.3599,507953216916.565,46037398814.7198,2196250830085.7,37601364099.7843,53552573371.299,27500145879.6399,1117081548896.89,52470420002.4063,157690610041.852,237287091651.211,148902243823.314,59413082163.6094,192087777909.964,668800522112.204,204741389950.751,28258303994.634,158592704505.446,896127283960.214,198848717688.226,3353588142847,52504103809.9,120408111206.4,50559508749.3115,1803114672900.28,88821582592.871,234889217420.18,368723812450.303,234535453810.687,100922939090.156,911591019126.773,1675215259970.33,369068537839.613,44996595502.5184,237437958853.148,1296135903847.54,310999787376.082,4845941482310.36
2032,-2514378202.048,-23065845718.5754,-45924662112.256,-88268631821.6503,-101528738724.864,-118590275443.712,-125389811692.325,-22050940659.8916,-13467215335.552,-21265561944.064,-306823406934.526,-149663218538.496,-10574500245.0417,-12174690792.1329,-86939674072.7955,-228102363750.013,568623775994.802,5737145015.81588,883307969.392241,-17736087673.773,326622170147.3,-44242152547.5328,-49814613622.5319,5337512220.41601,39547178679.7395,8604882867.90892,21759526505.3955,131120846916.375,-50246891583.337,515779142.645941,35762042418.0118,116615047002.756,-50444847101.952,1422064028683.2,18432088981.535,29821903795.2,51519552.3492939,723750250960.213,-5577848755.20003,31454758970.0717,83822703996.3428,99996809065.0132,30125409049.6484,83452087705.5995,434163590852.023,91352497684.4796,10915946229.9389,89534923844.2666,398256460655.109,78977872360.3942,2502336881404.65,36363561780.1361,59855138015.4363,20399944627.3405,1239844025244.06,45044786205.9648,112721989468.779,238433363560.584,174431412217.186,66941364385.0099,192958900332.134,973030472559.749,255292393727.122,25410217766.8925,189443319011.736,785260480089.292,222197355061.481,3752379648412.58,52597401012.224,135180760773.972,29776686458.368,1871607812063.23,75666899253.9674,178922875628.982,352129018958.768,276932365739.149,95184531708.6915,812824095211.875,1992824148263.6,458288706645.429,45369676044.9704,312337478277.989,1212181316288.5,388906887153.436,5092986706528.58
2033,-1518047336.128,-18601576037.632,-41890029898.24,-30643310792.9906,-99671545492.8575,-159309483057.152,-172703696861.487,-39937050417.8347,-8751599030.49666,-17680981381.632,-213011136103.174,-158115956683.253,-12031791108.6952,-64120869048.3201,-129224007703.229,-223296859909.59,882367078351.123,8952712526.19947,5814968298.76907,-19124661652.1025,348949785667.174,-36370259691.634,-47265379287.274,-26426689310.0488,39172420540.2109,5172069089.67253,35478868171.4837,141699672027.955,-54342526891.0373,3351165652.67841,27379027844.4373,192046637026.105,-55108873682.2007,1547741891191.83,23198867554.3755,33400707873.6457,-2678282359.46667,772515268034.559,7999949905.91996,58267228355.3477,103334169210.912,92788065579.5982,23441069575.3259,78429618495.2631,524744714445.125,72953667308.2727,14534818983.6856,98211084135.8628,493690618857.642,74115675135.9999,2487493110153.92,36578152145.0649,65805413808.3034,13583876306.5343,1271616157721.46,48784631808.1295,151301619426.985,223745603585.404,174045818260.685,57758479659.9532,213585066478.795,1028438738041.94,249091971772.506,29271412995.1818,179099458686.157,759373915527.576,209370747515.698,3987795305953.36,51315320161.621,122500055658.495,33120117696.2545,1814241819901.94,111445138656.475,246961527043.352,348254449999.869,243895623136.25,84773111295.9984,873750599760.487,2104081716428.8,409565141630.973,52483445359.1037,291741926645.834,1141102364302.63,372595273378.471,5934286523362.12
2034,-990568812.824197,-13429199128.2347,-37934882157.568,-179457433403.392,-90893270964.8769,-126581071683.154,-60645796654.7889,-38635637557.8048,-6888637788.55072,-31820116874.2718,-263609016721.408,-158134213386.24,-12984828756.48,-6636100265.10629,-70295527276.544,-256538860498.39,368712750067.238,6400631205.75376,10229886934.1457,-18106137782.3065,220808648418.174,-32607225954.851,-36303045829.3102,17545647458.5091,36376183441.7043,12038131156.1045,33015571173.7081,90347565274.0192,-46767685304.32,3140476094.28205,43461557218.2747,178097320321.206,-900246630.334161,1310660467385.25,21248295621.9733,35303763557.6255,-451993119.576636,745498168347.675,19124734694.4,56313430296.8685,152180147321.951,94907086929.9199,35157242675.1999,97888174405.2021,540767864258.56,97908937049.1316,12436242954.4305,96653961953.28,480063922035.565,102135095569.501,2861731830392.69,38107198788.8128,80740453613.7098,20308743304.2212,1377980645876.09,72339160290.3716,158022110992.793,266252354871.497,172966809583.067,69627215858.8927,226249725590.147,1176646141453.81,253929106646.691,39044016204.4498,193450384909.107,867904840745.426,229948293991.629,4428334910958.32,57985881370.6235,134104863449.087,55326831390.2079,1748006732136.45,117483274113.023,285522016594.054,395972618960.896,303938516413.6,110553947262.976,972417527592.739,2493056851097.69,424304565538.809,74858333328.239,443853729781.268,1192998002528.83,335127253235.543,6361213279598.74
2035,-9549634371.456,-18308869428.5653,-42135854578.6671,-328308512750.251,-134385991958.71,-195021893959.68,-73722827600.2239,2887043557.56799,-14536791476.736,-20856739122.3057,-343665197675.935,-250836562702.733,-19957404258.8227,-24877678993.7493,-110854492419.354,-217444091244.342,278884124501.696,11447180741.5532,9553610105.04039,-15996766438.2616,156899843431.784,-43628629733.9035,-47996635692.3159,20949212168.192,59373224030.7732,10641569223.2704,32077638300.7193,134530288215.654,-76034771987.5895,2316415086.89785,46750851682.7608,226400870930.842,-52696722144.0411,1417459425570.77,23791471549.7892,42568537324.3077,3707066758.04914,793000468247.712,15091090773.876,71076255174.8958,111039745638.4,116244593131.52,39568406830.937,107427390469.851,589852857186.01,105015402352.64,12662281283.1178,131659680235.675,598565171527.68,87507189082.7598,3119980680962.09,43945796487.3728,77665876872.9421,25028758876.8436,1455430540680.96,51579706344.6221,182040642393.702,258780451935.625,187990127725.773,91042038113.8944,278228436028.62,1348494358845.85,294386217890.609,35218056453.4612,233451160386.18,1038487052323.94,246300479683.788,5155340641129.83,69456293127.1677,159152348459.321,49826008322.4594,2184260109729.79,125070971384.393,325057872189.597,395719530081.717,257379458859.007,123393400272.213,1208803437129.41,2984188398635.75,568711685260.52,53434038964.2239,425732555515.025,1389275405868.32,408178242367.488,7439603687759.48
2036,-1958571880.06868,-15228905164.4129,-39699713738.6836,-25246661850.5509,-109406495810.56,-107686259008.512,-126548910512.128,10440947117.696,-6652799065.088,-8843300564.608,-227475445240.393,-216984827396.096,-11705262610.176,-2799784568.76166,32784600634.112,-182922056298.496,731575820786.528,10498229692.1954,21486986912.3522,-16704484377.5267,418569004916.322,-31303670990.5408,-6361235767.0912,-23506069338.4046,83726713240.6638,16557574839.7349,43009304191.7952,202190995963.919,-34752188579.3359,7230554989.19441,76888205445.6427,266552271979.855,-56131750219.0828,2171743523430.3,24527361385.8133,54977138379.6209,3775076096,889417472409.599,12312508298.7852,97317378702.2756,71627070055.3767,148080666378.24,43557106974.72,116557865897.717,662537086098.285,116640942513.005,19165393373.0806,144599168024.42,764565443282.823,87955278738.7731,3426623530321.8,39703641488.9984,117465659055.594,25941045226.9012,1450579133277.33,83098187767.3652,192810791703.347,238816799250.842,234526278194.79,78754883322.4437,315755035445.54,1644075039843,336724460856.933,41312569373.9008,267988575925.407,1099292841485.06,228478279378.367,5644818652669.94,60940203258.3678,202831115051.008,43545710623.2318,2135168712070.48,153627809173.503,316894028008.285,415441898147.836,367205319378.715,140482337088.745,1222741951474.64,3073275818524.39,572083940327.423,69274382600.0344,498676576265.358,1561478494617.57,335359365831.533,7368743890399.62
2037,5683925883.3048,-18472662078.7003,-41709080773.8683,-122117135309.39,-166739993020.416,-142302210670.592,-72350334612.0105,-6885036607.57268,-11916632157.33,-9912699740.45066,-354575629159.078,-196924021406.077,-11563133218.3592,-15495605860.6092,86892245479.0918,-286617047715.532,1186968755109.96,13519835300.0676,12039226332.4059,-13278950646.2966,500452593708.542,-55904189955.7553,-30114317817.674,32161946877.2706,61719066709.6366,18133681760.4608,51501898331.9151,241925955371.972,-44187940472.8938,3066707209.1648,58794730285.9067,332333711299.569,-48397838042.2583,2184752764101.73,27428009604.8751,45477069427.1758,7290999134.3667,985874923676.285,6113889443.8399,95308998059.1542,154540669361.043,136623650652.16,44933921197.7315,115493165711.36,813388687064.872,156704613513.436,14843237251.5446,148140271584.492,668217905205.659,106584206181.342,3677517072364.34,44093513984.4096,106300988151.749,29453941295.2404,1605620036796.41,43837671223.4583,185065797706.486,361963798442.801,239113297284.955,88119579567.7182,312587048019.558,1664384164242.7,341739438104.342,32314078993.9238,252786181959.053,1100866086602.89,240596567212.031,5909812188485.14,65358248563.3705,212099795701.759,44521741261.4799,2300994024243.19,100837595389.951,285042778480.56,531693418402.872,454699998896.126,136287792829.438,1200694565731.48,3070738028672.72,600091743334.715,57257579432.6186,518067519277.385,1821581867068.06,327230096523.262,8339608625361.59
2038,-1993156360.64914,-13991094771.3018,-38806165934.592,-113153611022.98,-91109579367.5614,-152096142131.2,-115571616026.939,9165479300.51762,3845670994.80075,3066069261.43199,-111627271536.64,-262700376485.214,-17696234856.8197,-26641807450.368,-357133238927.36,-236050006480.896,903638796154.058,10296656761.5829,7489212285.60542,-12396797735.3365,456141279814.655,-36664665807.3939,-15095655455.3224,6122870723.51573,68871536008.2945,24017160865.6333,52707008990.6418,241781709976.572,-76124685567.4628,3416902613.35771,55137421635.1217,298695007828.297,2253894572.89921,2064385751085.4,28368462772.3815,43382432426.6666,8424498288.63999,1105032286044.16,16011091691.2432,112500027250.508,179610391615.491,138356172004.052,53407387429.5465,129710140129.28,820868386853.808,120908550184.96,19503911253.3333,128087813447.68,637943527505.92,126342542099.004,3580306164392.96,48833235154.7392,82094123622.0734,26415286630.6767,1768424221337.19,54756503896.5317,218492096465.895,364360488561.869,216791430521.534,102952863169.778,324494271894.557,1721667575296.81,359387641483.986,40649517177.8734,237474592233.11,1037350054751.67,306654314784.358,5737349567975.43,61454360527.8117,156615990089.728,44852298995.8714,2303151723872.24,87321604993.0231,286530186516.034,465465438797.824,337191679435.846,153934185756.199,1351030683459.84,3360450602074.09,657600340426.75,62876433492.3294,446151929612.452,1651385141821.44,410169680872.383,8672509219316.95
2039,-2016876647.696,-16050441576.6261,-47170233183.232,89890198179.1818,-116098056840.533,-129390232518.656,-134921822316.098,15323170320.0665,-21182047769.1611,62328243.1999936,-258616008632.765,-265370835035.818,-12283351864.4663,-10951781927.936,28601199844.0524,-254309586092.032,995265914835.76,13300152996.1083,27849417987.4133,-23399944188.2551,650373810176,-47297279740.7439,-36675878811.648,8996970397.21415,69374789726.1624,13986022281.7435,52034344806.4945,194108273889.508,-55972645459.5584,6528716208.22894,79130042336.5198,288312446800.699,-105804764085.808,2349068912139.4,29526353720.32,72106049178.2707,-4484351134.27104,1113852706816,-453255977.691594,70075490713.5999,178242677383.936,163289992532.248,51007991018.223,117805835542.385,710059610416.274,138659626024.96,26016209228.1081,166235961567.58,681932729314.743,81342263487.1465,3787884955358.8,45514657003.0153,122356776353.288,13494380027.7966,1774924329621.91,40307707140.7396,163961117335.825,309222136461.981,240871867761.713,107982246901.702,334483353970.278,1576105044075.18,368100548732.517,45658838671.8158,283917389585.885,1138123420825.46,254722843321.557,5563574304198.25,67627182319.3225,172618178276.789,42942193925.4607,2491383613489.09,73536662922.2398,259253589217.705,419670635722.068,381325651234.81,168546893889.536,1481007638273.26,3432366072206.51,698452691882.563,75373511415.8073,563056074501.586,1746719602070.83,417905791283.2,8734000290965.14
