year,ANZ_p25,CAM_p25,CAN_p25,CHI_p25,EEU_p25,FSU_p25,JPK_p25,LAM_p25,MAF_p25,MDE_p25,SAS_p25,SEA_p25,SIS_p25,SSA_p25,USA_p25,WEU_p25,World_p25,ANZ_p170,CAM_p170,CAN_p170,CHI_p170,EEU_p170,FSU_p170,JPK_p170,LAM_p170,MAF_p170,MDE_p170,SAS_p170,SEA_p170,SIS_p170,SSA_p170,USA_p170,WEU_p170,World_p170,ANZ_p500,CAM_p500,CAN_p500,CHI_p500,EEU_p500,FSU_p500,JPK_p500,LAM_p500,MAF_p500,MDE_p500,SAS_p500,SEA_p500,SIS_p500,SSA_p500,USA_p500,WEU_p500,World_p500,ANZ_p830,CAM_p830,CAN_p830,CHI_p830,EEU_p830,FSU_p830,JPK_p830,LAM_p830,MAF_p830,MDE_p830,SAS_p830,SEA_p830,SIS_p830,SSA_p830,USA_p830,WEU_p830,World_p830,ANZ_p975,CAM_p975,CAN_p975,CHI_p975,EEU_p975,FSU_p975,JPK_p975,LAM_p975,MAF_p975,MDE_p975,SAS_p975,SEA_p975,SIS_p975,SSA_p975,USA_p975,WEU_p975,World_p975
2040,1370168823.12861,-14221387930.9838,-49932604214.784,-160883778553.068,-114159866133.358,-183864900651.008,-116546218534.912,-58826936954.5871,-3980605215.3104,-13795043830.8332,-319108156168.614,-272844242515.897,-20150272038.1806,-127188951627.776,50722278436.8638,-249762563211.264,832694566117.184,11550802223.0016,18578844071.796,-21366502844.0694,698255161236.37,-60524467934.8797,-30513882715.9552,21358296368.9642,79252394365.7472,20316642123.5546,50313454332.3802,343005753587.971,-91270187340.2383,6214837771.4688,99474518179.3719,438744084592.419,-35024073830.3023,2926005747773.58,32470117009.7043,68540383201.0283,3215699911.11111,1297832704224.66,834983492.754247,70940577394.1028,194730870918.148,177278588963.108,62051253248,137562790765.714,1085137603445.38,166934371791.974,24151686024.5333,201067599015.682,802038653911.04,122486639188.846,4754688368491.19,57499920192.1586,117753819962.69,28780761411.7448,1980148433087.56,46705447572.8298,176944390916.388,330098735259.894,286987807978.759,125679501502.686,379231719985.963,2321432875040.77,445801379358.31,50443688180.9408,363714619964.919,1221715998811.83,267616336169.594,6976713857150.64,79096977786.342,198251610379.184,59945113000.6971,2638695787086.63,76730190983.168,264925749274.623,496493445054.46,411604728832,226286513313.789,1729594089406.45,5941006986637.79,776034455475.537,68778805399.5518,854161054171.125,1763436258509.57,426877953986.557,11991925177612.2
2041,9928850225.9302,-12843763652.186,-47773775694.8757,273573163625.911,-109382331088.896,-140566776628.224,-75773401878.528,-16606995540.8345,-4614371967.90321,-18586547483.0533,-196863363803.819,-279889287716.864,-13602200013.2839,-3634834944.25602,-82631964939.264,-184798180758.153,1923241790841.7,20377969559.1424,28423813455.4039,-16107199328.5486,633764229956.371,-39535714653.4473,-2147130893.50105,41717354979.5384,98918489468.0873,24966305985.8893,77649944095.9488,418261075116.744,-20721595512.5571,5831636050.48714,101827825497.034,519598907854.497,-18835259096.4889,2920718170555.16,35568234248.2268,70413591127.097,6757116518.59354,1327031798052.57,7094638527.99985,119034436486.049,196891469221.647,224955965030.4,72620560494.7027,169040986580.858,1040963971130.51,193728098373.686,22149926901.76,217610982359.04,900052202795.323,151317427471.192,5000890022767.92,63485612438.3232,137175732745.947,23862265039.3206,2298462860961.38,58375410209.4106,228648670079.038,359711212489.932,342937465960.154,130639005149.242,392808220095.28,2392014005167.71,408806402495.408,41363522815.5904,387804100874.336,1258983720458.65,307606735950.643,8170801940677.27,97891880110.0799,202659086125.056,46220285410.1561,3383454540365.81,99484944471.9105,353512426037.999,565310669758.463,482014994778.434,208332552875.446,1844653725928.47,5154960162486.85,818485044117.498,59242798564.1551,864062119469.049,1773319908206.82,520962413751.734,10886471705105.3
2042,12835095565.9947,-17953069301.248,-43967194944.7483,346353466554.914,-129905358898.329,-142269166543.486,-44090566514.697,18798845132.4744,-11004898029.568,-1416304572.30399,-425108883501.683,-298397007167.488,-13306189074.2926,40959551281.4446,112186841046.975,-184255273366.698,1714971707679.16,22865756601.7536,26122611650.6494,-21517407154.5732,923398764188.06,-26094711652.2901,-7362792221.05948,78591902764.2368,117708606428.119,24692391172.8587,83980023164.4451,328522310142.014,-80689116020.8599,4834598913.18154,116397965196.22,504769056179.062,-40714561837.3291,3227003019176.12,40521143886.9942,73170110668.8,3118062584.31999,1554172171687.92,22059832081.9054,114187809921.694,215702595127.589,201349404727.351,72092898966.5882,181739381438.171,1126151002521.6,188560001222.949,21417111021.2782,223147329717.958,925920661784.012,107028991420.439,5233600501248,63072987077.6893,130273198622.31,28233677925.1126,2198179112205.86,67521389502.9681,232965442774.71,399334757543.117,321457881785.958,135470218603.43,487775787308.996,2270397587836.1,419655841398.316,48722152870.9119,425252231826.636,1417252921836.45,349532067280.673,7639679736100.98,89930607173.6317,224107259140.093,60818203709.7082,3012539101478.89,117115829503.591,335539372911.272,530218367362.193,531447873063.796,230375648397.604,1788598830587.08,5344291082207.2,778217289375.743,71379152723.9675,798979094190.021,1935759946088.81,719513665961.984,12377863590523.6
2043,5572661211.69603,-16346275368.4521,-49593140882.1957,37560373555.9089,-98040580023.7177,-141189067990.568,-63982139995.648,-8125704884.10585,-17589751932.928,110127937.765332,-23856044374.2367,-361374902320.839,-15988266466.048,-45392918400.0788,18686632009.728,-201246814485.196,1838177624853.31,20470404584.837,20724210253.6208,-20075970946.7794,568825571072.41,-23077040946.1077,16132148194.1124,40108749448.8064,99962397437.3606,21625046980.2205,80271620898.9399,503840560542.014,-73640397460.9603,1718702451.23354,83822339607.3472,287673361529.241,-19018174843.2699,3079841531213.49,45151951246.7599,76316941352.96,6824205915.94704,1355357557681.23,30364046159.1355,124712639856.64,207588936656.738,214468884234.24,77194910105.5999,184152958717.637,1268864137485.16,204394856076.34,26003090600.4083,226859614442.429,935345307179.885,150937046592.838,5115979110246.4,71268270446.2306,140145866039.986,25766196786.4393,2309177650633.57,82009916268.4973,278631507722.24,370962702633.465,368169079015.465,148715485574.397,440345615543.265,2653673429781.7,526570708885.504,45256477311.099,470570641101.546,1345436746755.32,354925375114.444,8600136296291.05,110426836100.096,315564362692.079,47831364630.3553,3751583378234.21,177240638625.791,416818267275.254,552801799620.564,751544388011.458,231222387680.402,1838271455099.14,6013530796350.31,857168652974.792,79886486795.4008,1125525544806.29,1774802390803.06,591224643682.304,13194423323517.8
2044,13831795371.52,8987728907.80793,-48661143572.992,192491394854.912,-112677763202.89,-97705957466.5157,14597123102.208,63430882825.2795,-13559505882.5509,-13744408751.9847,-144824058177.689,-331749628027.417,-25729352989.8735,26036280421.5057,91390763095.5913,-286690873022.56,2225140015162.17,26606727679.4539,52495425970.9965,-20713245292.6123,776727292820.1,-38786391701.9136,9907760540.5955,116305761693.696,136220427223.508,22662488309.4528,75975845909.2992,407242660092.199,-69894363526.7073,5331575125.28457,154578822653.542,585925301328.759,-4063239970.82453,3563674310683.29,47409314037.76,105661210155.886,2556302149.38529,1637453093516.85,28292591306.6836,103654055936,216616065269.76,256910161908.296,77161020606.4735,194901944893.44,1251416730875.61,205923348971.519,26341485983.1351,269401464722.773,960993113632.182,150078029329.093,5797639604239.36,74585400598.1344,186381078008.626,28851898067.6265,2685126132779.3,77915642902.9962,254278271602.337,371400767633.817,390403048551.217,175239161421.621,474083685130.239,3024704294176.14,575548819288.879,57977104464.489,471131621025.382,1356861315122.08,354734418205.081,9503515399987.19,104600694351.605,265635014625.961,57939336663.04,3557914758447.09,185254521825.278,411939502840.682,564667321763.433,609192367198.746,299336611804.887,1999690057182.46,6410993997410.48,924150394554.836,91611579700.7744,943009630519.291,1696951638999.03,791462327066.623,13623004295998.1
2045,14654262007.2903,-33927070322.0144,-49191346458.6204,22573454318.1135,-179121900594.976,-120694913057.211,-23084607261.0595,69548019855.36,-7939876778.44083,-25046205662.976,-271677818074.475,-305072863928.32,-13034838240.1097,34938137271.552,-78916148977.349,-319214840904.741,2173854744711.14,29987559959.8011,56725977229.3087,-23747650377.7865,1001054576136.31,-46730454513.3272,5794508000.14042,65509683495.7793,193936658435.907,25882468287.9665,81060328260.5441,472696457702.059,-42018859738.8409,9666868489.04271,179323031115.18,440931612740.375,-16353105380.902,3894191513824.56,57292666189.5314,115730267873.475,8569995158.91699,1857232657481.47,22580198692.2948,121015087344.941,226152672788.48,318840618096.331,89990318753.984,197743922046.306,1471111270639.46,287357861396.48,32951503152.2743,333784086143.441,1000298924979.48,190946789403.307,6754764565387.6,89936743460.747,186471412783.981,29249737071.4785,2845491552995.62,73287210529.5872,268256517889.412,401288884577.893,462152690034.278,178353023055.772,532278463322.051,3546047888280.78,576732407359.077,56379825968.6601,694013992180.847,1594416010077.94,466561438266.162,10737367366489.5,115821658421.436,280168429806.198,65636900408.8318,3621661889396.73,150680182941.948,411578915539.236,586116830986.24,637759030722.242,307802517265.662,2582914520510.14,7298805217009.66,1047658722370.71,94917817762.4218,1252701291998.45,2461300748160.57,739827200594.505,16294695015905.7
2046,16807639467.5585,-6540291311.90219,-29253064423.6617,540517777882.068,-150598455358.805,-129550830838.784,-39533636034.6251,48679604135.4378,-7952824890.36219,14719317754.1869,-232138530436.437,-366024630865.539,-18860912757.1563,-7478535028.5974,257304261062.656,-293963120567.066,2656957791415.75,27161134437.8644,48113542172.2624,-7417418309.31942,1256899391168.19,-38058563021.4001,-5738265244.0576,113513347318.264,164222171074.677,30571009696.7816,93844993330.3808,502462019476.802,-74988127834.4181,10117789622.8597,163826863984.193,686782272935.373,-56715118671.752,4613708606212.96,49248297207.7731,105903630090.24,16413147245.0747,2078732976531.3,2600753446.56754,121308212915.892,256548657460.775,320478287158.125,103937417216,248606657686.187,1539849966210.66,239649186598.596,31967013603.1033,313735465252.571,1287315248347.78,204350368768,7383662736249.59,77811549156.5566,182462408939.11,38997392587.3689,3009841372174.75,51045555860.3929,240058338801.171,406339081169.155,471974986963.353,215197145450.522,634301283636.145,3521088742969.43,586010252297.822,64229473763.2019,627129386325.165,1871787443014.86,393550498843.853,11176917479536.5,110764972359.524,289280891518.975,59840265572.5278,4201460279242.16,178710597964.682,404158118762.645,558972731553.048,673299860765.32,340129437638.654,2527430958996.66,7357375064117.9,1045318064490.79,101619834527.744,1380881056698.94,2467671977361.4,675385164663.165,16960690054389.5
2047,16286639401.1065,-9145500393.91086,-34441223437.824,585915578427.62,-94094265650.7528,-167682772861.762,-27260987330.56,33593410898.688,-12761753413.4334,27981489302.5996,-130998232100.779,-498546268743.744,-12506567799.8216,-21884142796.8,305202980881.052,-173421094867.865,2856582811185.54,32980686767.5294,46529066075.1202,-14151736089.1838,1214866204863.58,-26551999369.7705,37859088374.4926,140616541640.51,170170404367.565,41481484652.798,124800368650.377,532573181740.582,-97495688353.7335,5751149755.72283,134465715908.8,671026001995.87,4920903269.50958,4675715824847.64,52313903542.9867,104789439525.444,14414402259.1015,2021578563190.5,23979922723.4086,150812857407.491,301121969485.736,321668333076.48,105398820842.232,248380987391.999,1557274747582.17,250130097506.238,28537572009.3762,344462738063.36,1214060893638.9,167178864558.08,7297310382890.85,79756003477.7467,202604220850.722,37926441017.2366,3118862142636.5,83496413379.2576,240376136984.166,498474182528.86,502303422059.081,224456452322.099,580284582345.342,3678502855272.03,611420224756.119,64122676502.2936,642360102765.867,1711921671482.44,388758198281.829,11440814863429.3,112236751974.593,306682948124.672,71621130016.2296,4260561706811.36,137005414617.086,346345548472.319,685408118692.715,716383568892.486,345729681555.455,2595900919416.2,7919490902340.94,1137183555300.01,98989003839.1936,1505862904538.06,2089620508983.21,622630875402.824,17189544164887.5
2048,17886312105.7984,-15867434560.8469,-47960328024.576,114488085923.437,-106017986898.213,-100336117385.564,-25625552577.621,66081020639.744,-2535349464.74667,23511126965.989,-64988698582.3574,-382137189859.328,-10203010554.624,60160982961.8569,195903118320.697,-213395151466.572,2047793063979.69,36875118753.4455,54365521143.0343,-10890611352.8123,1133360258328.06,-42710760760.6823,61516117906.209,106276097177.137,193835918396.873,35290196926.6854,103917038256.05,554139298605.161,-64894881781.0599,9381822876.92108,172258634636.766,764422665926.987,-50719129519.894,4342570546582.24,55079209615.36,120181125363.075,10649280823.6521,1975221808332.8,13198365077.4278,170421073152.68,239487892540.235,350085167927.758,107158405365.76,232742131793.629,1694040969270.61,314527455641.6,30755629567.0321,425099438865.905,1233633488275.61,191330426085.545,7853571819786.24,83091058691.6863,203829996352.982,38381786405.2735,2955504573153.28,66537178546.1756,264340787196.722,424037436071.389,526609549560.784,212542124510.495,608286492071.841,3932403783027.91,742557029806.899,66194149893.3248,812644008613.824,1862480922186.78,431023358234.741,12007707774983.1,131250551006.548,303997684985.851,65077328257.6551,4287536979217.97,147716386542.926,438892609678.446,676964306518.016,804244258510.154,370959005478.911,2812454047082.19,8961324216523.9,1210712609896.15,116471009861.629,1629077327875.91,2525428374269.36,667067365687.296,18051448308007.8
2049,21812861059.2153,6446044569.31509,-45830798355.456,359024240751.354,-176723764776.96,-130157528295.897,5585088192.11177,21218569028.992,-9892849795.54086,-11715140819.8105,-274395757511.09,-411967441605.193,-10169751631.872,-21011828577.1091,124189829603.836,-318123925708.619,2751257758926.92,34971263968.0374,66301787779.4432,-12963754083.5328,1381086313866.85,-26555221169.9709,3808880228.12158,102584992049.279,184180894950.195,36926287893.6802,128509188651.008,566101292677.397,-77982673974.2443,8799323364.11269,182688502243.454,628322061126.497,28407397081.5161,4728514424480.67,57274932224,137104830267.249,16695103066.0113,2204483043249.86,29361197822.5371,183841888174.08,269159351114.605,364998522199.752,111516599114.606,253221724437.268,1735482982450.41,268792509235.2,35192507470.7692,430307340729.346,1364853883557.24,252460283269.087,8032087640540.16,88590668422.3486,221592436498.054,38610024397.0767,3301592841191.42,75717695527.3216,322697960148.171,487374861605.273,521884216587.058,218933122214.882,674879085150.208,4148629196889.56,688624459296.813,58909552158.3104,774558000624.434,1847192338835.21,456022039287.747,12961648454190.7,131706839585.1,332509648530.089,61885084956.245,5645908676575.23,149261169917.952,451200153251.214,701500185804.8,766911798531.404,398035328557.051,2876269660687.56,8625245103900.68,1183821231966.5,99150859008.8702,1528383306989.55,2362876631707.15,787058341227.177,19167681026575.4
2050,16031261186.2187,11976782667.0446,-59160885690.368,925225698587.003,-137529392041.667,-109634141749.248,36559767219.2407,67643096910.8757,-7967156413.58629,-55014277338.0422,-306232756240.384,-511133966066.547,-12246358621.2833,65384224573.6529,416437729443.84,-222410431033.344,3105529186546.41,38488278221.0048,61813657823.6416,-18456407261.184,1495021252743.22,-40309950478.4018,57177149749.7836,120697032829.338,220994356873.353,42538802883.4942,111809660826.258,643314046569.786,-84495225747.0554,15418975019.5159,234238273538.995,691730454743.805,-4048409289.88161,5553929649439.98,62386363830.8571,143907470812.998,8632404851.19998,2354463412060.16,17565010838.1812,170993747665.195,258776966539.947,434590128339.637,140099199351.615,280419226062.346,2094011939553.28,346473272442.88,46824275440.5341,536175666675.789,1383174283355.17,225687945990.291,8973639895154.05,91249444474.9969,242006358548.245,38307483168.6425,3569677598966.01,73038383635.3095,367018718472.056,438270552144.281,675092142702.148,291661481669.893,712357517777.303,5190017160736.09,803826862177.209,74193309779.1485,932616485656.499,2020898589096.88,525731988015.964,14212934957056.6,158512378185.104,389686125901.136,92974088253.4369,5329259917588.18,164138398262.415,659608642637.812,592053820596.223,901614355791.689,554222312333.31,3371807072300.26,10863522450021.5,1574294896920.85,125929869385.728,2051623840738.74,2737870010744.82,901620760477.695,22679472357745.4
2051,22311676831.4027,13006530181.51,-63577259273.216,665051906920.859,-91609170494.8053,-100480723194.709,54429304993.8725,56115445788.6525,7281484795.52838,40468065787.3743,-171131314110.464,-531896748577.713,-7608770779.04484,2321268181.91663,197730127394.816,-47274911622.2271,3619300880778.09,45190798651.5027,69881186935.7923,-16591887188.9447,1433323978096.64,-16048820041.1124,83999275726.0048,161394162248.12,231767723281.484,51276944625.781,148617043403.697,769657231617.221,-58788717801.1388,14970320171.2128,241205799475.358,772852276867.183,168706867271.153,5725960454162.74,69459611711.0154,160646533824.605,11767741890.56,2390250370966.67,52828012133.6257,232072545648.64,296947903742.882,422452803053.278,141964380241.92,294084183526.766,2144745437265.92,378313069690.88,43890775181.6343,560927750553.6,1361107547586.56,337865928867.84,9652503439851.52,99399766062.8112,265034812866.56,38896593442.8041,3795756085966.09,109659609581.479,361974638096.266,479022689537.333,689601838728.912,289072218325.46,780603213809.485,4865970305581.52,852852834843.265,79691621908.0115,1063433872732.04,2069908531245.42,609272891738.302,15428653791343.8,150383811960.832,470168514281.467,112943376932.862,5256305569955.84,229485394528.253,508874723131.388,652140238340.095,990900683922.28,531307124480.87,3523746545248.97,11455991147226.1,1717672517135.78,138577429639.623,2221777034674.17,2993140328824.81,1483354609270.77,24823049382136
2052,30972173795.8359,14611014611.2838,-53483762866.1011,758346062036.237,-114238462981.851,-82051587948.032,23232436366.9367,55893640036.352,6342271694.02445,6695404293.98646,-47913023274.2958,-536840869743.243,-16968280439.1686,6759237379.74152,283945675228.022,-237070154870.945,3674889141958.88,45574232755.8576,75326376057.2416,-17543039927.1967,1543260794484.6,-27473393296.612,93062786498.56,118705953069.051,230073099898.061,53508580244.2752,169500356162.355,703647205958.147,-82510487698.8056,6941371017.32054,264611799093.891,949453791038.118,14054700724.022,5990276630695.4,66072149944.3688,154562345005.35,22820059873.28,2501173058881.83,37993072680.96,194912556734.669,295011673327.909,455599574557.477,149065052036.273,325503284198.836,2025775938871.65,358190142853.03,38642832793.6,544468012152.631,1421453019241.33,314263580157.558,9418358825889.67,97750080499.8225,270475611857.441,44235536959.9068,3987104169871.64,105008644345.505,320093830309.477,437113765595.896,732535496963.54,277478832351.289,885333333161.259,5158534177694.72,935415197123.211,75163991963.6479,992161131340.856,2062496914772.55,558646326284.98,15270200121496.9,156371600536.917,390220863295.171,77581456443.5838,5264848017620.99,191493597335.551,659495927840.765,645995591794.687,1053713470918.21,526511389930.549,3792810713220.81,13205648121019.8,1759374850956.68,123278609476.057,2235854480713.38,2743140513742.84,1065864432918.52,26456077474803
2053,25762514636.8,1824097261.67466,-40362871521.28,966990913799.082,-166114760930.645,-114895060905.984,13680489130.944,40772304855.3813,1778544967.09869,51704222989.3782,-98721430782.5373,-570092547080.192,-21202399424.8046,39378973435.1973,493937260113.92,-197839636766.09,3616521647901.13,40409161941.6064,91659923857.3722,-9816406260.06688,1587963002594.52,-13553315524.5463,64265962566.2637,123231677343.822,241697405931.431,50345081390.5736,153575898870.579,754163429030.531,-27797116842.3935,13437190423.3472,294859951750.569,983407063951.93,108291920045.856,6308740737694.58,69728937106.2857,171017365813.316,23613435595.4584,2665426951302.58,41650202387.8412,199943249168.768,336118406503.784,493566868977.482,156556011907.459,345614184115.891,2326254012443.1,389609804550.918,40911208565.0285,648995449323.878,1527836524636.91,311916955475.433,10169433127713.6,107490437393.015,304464375436.083,47105833510.8013,4179675572366.61,128339592171.357,340670277324.344,502515041396.326,807484511510.123,303072167747.584,822843512869.933,5793800258768.07,952203725538.872,82992038526.9759,1223786193548.26,2087408447276.45,664547527395.448,16829939172448.3,174879449444.174,494140354221.397,109135786411.18,6264999958685.51,268247506679.802,548603473754.593,693320016920.574,1113281459604.72,533602438990.107,3694816264191.97,13519508760041.3,1675856615833.59,145346264107.69,2487236296816.3,3177863200964.61,1379811733078,28336875922693.7
2054,35199191932.0178,8748555569.24366,-49634296527.872,837126676458.536,-200264480404.821,-25381764431.8183,51074507098.8824,75076407923.9483,-3354339637.20229,14201607559.2786,-29422245945.1459,-646788637364.22,-16489292626.6027,95372213102.8204,450623345337.572,-337617741169.9,3443681848264.33,52066865896.9641,97206293587.1488,-14546444950.6935,1714133312929.48,-39905798537.8304,116595041161.333,152581156074.849,258743274322.33,41735530763.2377,145085297327.556,753554766255.28,-34025232492.6189,16100561159.7824,284359702203.597,996979670225.228,-4348841111.00062,6631801938209.74,78914173337.6,179355856042.938,12040786663.1314,2685074308976.91,21750269875.9824,257038869736.107,349683978051.154,578988320582.41,156990490269.1,332779645348.33,2172340048274.7,447504216096.559,49163557437.44,608759077257.971,1566260862648.32,247425138688,10423818767816.9,117511266617.168,289180173580.697,61502911861.0087,4225323362929.86,88941809195.4005,397266339603.876,519258161588.559,807624813554.519,324491514132.162,847020882840.774,5589797202593.91,953377350563.377,79978323920.2521,1204151500781.27,2144352041359.7,638293151455.118,16206864417144.3,173248953712.639,428904969810.266,119792549073.479,5608447450021.88,248224206684.16,533693905904.783,750005398470.656,1275258667064.17,514710227255.296,3716319146130.63,12854067546329.6,1485619292782.59,118884043446.76,2742669594944.46,2798288030849.88,1209175216717.82,29432144882336.9
2055,21163257712.384,15930008957.056,-53921710379.008,679175603692.772,-63675757151.0442,-65779632841.6699,-51816006151.6516,130864699475.81,18113422547.1879,63865909634.3713,81711941330.8007,-745805238582.036,-22774997963.6297,14428582454.8629,606173811318.784,-178537440514.857,3605271452070.38,55337956780.9372,109992877590.076,-21469868727.1936,1865853258895.63,-27403034878.6452,103198842859.967,126796356948.241,313115792396.405,69813705577.5013,198178923608.6,1057868274391.12,15993028884.6267,15985511771.6716,406568379373.962,1020820400923.82,72276394302.6688,7203578707596.3,87497723099.1091,215493412333.61,10476495301.4856,2854231631462.4,41634984404.8584,278618818641.92,301343092150.857,636209964427.946,204137552490.572,369912477080.438,2897275623833.6,500198105634.133,51250128849.1886,839788774339.764,1585542371363.11,347726679259.109,12554830267843,133924307539.45,366233759029.511,58640875627.471,4436405555245.88,125402168347.443,393972272991.285,467686303046.041,919151212566.938,398408002419.407,1037340524475.18,7319949177362.84,1074721846060.64,99445370372.5055,1467338615533,2397991744534.38,688460611151.458,19746728022594.4,193519899303.936,636560071269.485,187507630809.085,6262745679462.38,299699877815.441,538488359789.713,708726546563.071,1396661889432.27,675567723487.219,4318211742636.96,16704758361058.7,1990610507187.43,141862962696.191,3246922395736.91,3599790679556.09,1798746130644.98,34768037557039.5
2056,31775407709.6089,4442795287.44292,-60228346616.832,989325940787.871,-58870925076.1874,-16609464917.9109,77233192888.32,86636559533.9224,15459391945.5817,73148392848.8089,-145180464291.84,-483334796114.172,-24148639682.1367,-10178796684.9833,730806514926.011,-124281574253.973,4767242458485.23,56479507933.032,122298499987.632,-24296033089.1264,1646605686238.71,4262778060.24649,163447321060.966,183162024896.102,305752654951.219,58933441139.2341,214578932431.828,937447665210.792,-77018364578.0846,11438252033.814,380590535423.687,1057395328010.46,166362663524.762,7763447346436.94,89135415422.0308,227097068223.288,15091166037.4845,3032355523976.04,56639457673.502,280488101503.606,371282250683.733,619110831663.786,205891537188.571,426256156917.759,2598842004690.16,491304535982.079,49172905801.9555,822103764992,1696372641629.4,448819308508.891,12252657993144.3,133330362209.075,377553553430.937,55579822317.8899,4580144205806.19,122862484097.316,475227815128.258,553172498948.76,928303584169.164,414488359573.911,1082892241216.03,7395211431870.95,1240754156802.32,90257807457.4058,1468607808405.5,2364664558649.33,733712667364.556,19360381937659.6,203582719320.064,514134623808.166,159049991407.614,6576139986010.02,213663374042.255,712850089476.092,697693982829.948,1289751284585.03,753868539247.377,4664732907732.98,17122573011553.1,1879100065972.22,152884386346.324,3563103223620.71,3415523273572.33,1038260774801.99,35510886562412.6
2057,33525633164.8,39305878348.5965,-41860182213.12,883985163331.398,-67533669635.5002,-19288497797.4779,60522763712.0559,108433862838.745,17870911096.96,3214834538.58919,19817384982.3581,-488286016357.282,-21627841951.4027,161662611113.518,619354614681.153,-44478930083.84,5145471857655.95,58594240919.3314,154735520372.14,-14235901490.2272,1847165484078.69,-12026070277.12,123760555129.022,192753318565.182,370366953095.54,65758045229.7606,218427006977.858,1011796323545.91,25403846941.8683,17789762719.477,429460432596.875,938954719831.655,126936051975.908,7502363056878.52,91637426655.8171,256408491950.08,15037074432,3264195192099.41,55235864029.8665,266012822732.8,386122052658.467,658378709321.073,211713131900.343,418852466851.839,2954860988191.33,583836710745.945,61963902311.7838,810633093822.17,1657676167444.76,446005490892.799,12711171950407.7,135244475397.734,424638695159.307,66781692717.4753,4767461436013.5,124000385844.272,439785427720.602,574359866470.055,968320500144.536,422338167760.222,1018819635382.09,7337022251842.48,1320323060255.95,111112515001.666,1631926675530.36,2583510639848.4,820852733902.844,20680496640400.9,192883571731.114,572530549608.127,131426616516.607,6984595387449.32,213576330685.877,630127106031.615,750570023878.656,1521737247845.81,785680514538.342,4645008953540.59,16910684063342.1,1824884250099.7,163418912287.402,3790976777885.69,3452043654026.53,1162170220478.46,36227047316734
2058,24882354094.336,14366400700.416,-62448625473.8518,1032288088793.09,-120396334144.397,24695216112.127,4089008238.89983,180842180421.759,17670336420.864,29133429887.8882,-127927945761.938,-531616613419.691,-12399364441.9657,130112237881.013,262337230274.56,-139985368841.167,5019575698082.43,60785724897.0671,134581804770.45,-24611258525.184,1933493944467.43,-11997738188.0257,131954828729.822,163452984140.599,355999006762.928,71959278346.5656,203693306688.307,983294721286.365,-68741638822.6727,19348766983.9934,411167660437.432,1203919956119.99,188888003411.968,7489250179284.16,92928113086.0668,269718210805.76,26615097804.8,3175865540829.41,66376869990.3999,316429432639.898,367815191775.033,714999090282.118,203028366301.812,428223940077.611,2922413230653.43,540728889683.843,62147441770.465,893724661867.445,1909302819553.28,398820229588.114,13263089266767.8,137531618383.054,400667064646.588,66667720132.8827,4743675835116.6,162004307549.932,456372552690.65,545903707707.333,1056802120208.77,435656302368.169,1064147022774.27,7809553608864.08,1198966439306.85,101951172544.102,1544858205993.91,2580245938832.4,871469033842.278,20378048115642.6,208639399275.177,610472942873.252,169187766876.158,6435387869495.22,255563477811.198,779762833727.486,680411194424.908,1569461331623.91,761521334535.747,4883890426300.39,18876614199588.5,2266256657668.96,167818171288.234,3636854583284.98,3777699852582.91,1171082316365.82,39086966461559.4
2059,19419303289.344,22714559015.3971,-51533142993.408,869756748389.239,-140065836487.21,-9951599304.77556,75802960097.3126,75110796989.3612,-4721387581.13069,51740034461.4684,115062957772.8,-661033554455.211,-20473029308.416,135516940802.812,390050421989.545,-341557601579.598,3861498387083.39,54106636403.5702,126553910661.813,-24067133303.8778,1951082301258.97,-24939829158.005,98129801662.7371,197209953024.667,362658340922.478,71905142251.52,222946758562.978,829459483996.979,-21904632097.5199,16976680842.4626,353508068948.144,969971097424.701,80027568482.5097,7180670685455.16,84595673427.3828,248825752903.68,9795715840.22674,3205004434713.64,47969903472.64,282093737849.852,353605843681.279,670276284579.84,225365757944.257,444844089747.739,2819374952506.6,533073451799.893,57742377464.123,827090325427.812,1673901489215.88,434559757918.781,13136482807874.1,136956845640.836,392894157359.657,55309695433.9321,4797055193523.06,134380131111.029,446108011554.405,618628802268.365,1089669307800.75,413409864810.494,1216190838285.45,7823449288186.24,1180616161396.87,117093766588.006,1650935575794.86,2415067346252.59,814530207044.28,21641649840637.9,222827097672.362,550837366976.283,114674563939.18,7251963929105.3,209633526921.215,581128650875.881,782094328299.519,1725761666531.32,850765951344.627,5179599208744.94,18034096539012.2,2157007711715.31,171334637672.841,3966513492337.69,3256643290692.53,1190179092655.54,39231311721868.2
