year,ANZ_p25,CAM_p25,CAN_p25,CHI_p25,EEU_p25,FSU_p25,JPK_p25,LAM_p25,MAF_p25,MDE_p25,SAS_p25,SEA_p25,SIS_p25,SSA_p25,USA_p25,WEU_p25,World_p25,ANZ_p170,CAM_p170,CAN_p170,CHI_p170,EEU_p170,FSU_p170,JPK_p170,LAM_p170,MAF_p170,MDE_p170,SAS_p170,SEA_p170,SIS_p170,SSA_p170,USA_p170,WEU_p170,World_p170,ANZ_p500,CAM_p500,CAN_p500,CHI_p500,EEU_p500,FSU_p500,JPK_p500,LAM_p500,MAF_p500,MDE_p500,SAS_p500,SEA_p500,SIS_p500,SSA_p500,USA_p500,WEU_p500,World_p500,ANZ_p830,CAM_p830,CAN_p830,CHI_p830,EEU_p830,FSU_p830,JPK_p830,LAM_p830,MAF_p830,MDE_p830,SAS_p830,SEA_p830,SIS_p830,SSA_p830,USA_p830,WEU_p830,World_p830,ANZ_p975,CAM_p975,CAN_p975,CHI_p975,EEU_p975,FSU_p975,JPK_p975,LAM_p975,MAF_p975,MDE_p975,SAS_p975,SEA_p975,SIS_p975,SSA_p975,USA_p975,WEU_p975,World_p975
2020,-9401869958.4,-28526883267.84,-27822504917.3333,-483516166594.56,-122728875115.52,-174490591036.952,-185555886361.735,-63744517023.744,-17827506495.6614,-41685246310.4,-164963527202.133,-80147961702.4,-12020263052.8,-42532517324.8,-279544560753.778,-280515441420.191,-505480333089.76,-2192250841.856,-7645029805.10476,-12018802869.5893,-232685226823.68,-53928766236.672,-71934139318.272,-79777440747.52,-17973991697.408,-7197546618.112,-6917707980.8,-29709705025.536,-35081281903.081,-2801523050.496,-2023469542.56,12494034448.7956,-125054842769.473,120694323748.789,5256436202.24,1108606492.34601,1212546872.88889,-6139932997.07958,-8145974429.67478,13967127352.3199,24745402828.7999,8703176471.03986,4420547551.57333,38470881747.7093,142385399486.848,16775278489.6,1070348888.96,20000053350.4,303360281395.2,6093371295.99995,629207352174.399,10022173274.0278,16179794263.0402,19692918280.1607,266100853964.8,33302738865.6641,136344698160.492,96349069946.8801,34719547009.024,16793292935.168,114093487200.939,390292329578.496,87611417366.5282,7448874521.19366,54106181231.8767,574554718601.217,103397983440.896,1266002588658.31,18255327424.0005,33942635351.6973,36848189039.8791,455599451750.403,92051313718.6161,295651579993.502,174597244538.88,81082907501.7172,28449084875.3522,293205407168.721,845071387061.011,175022120374.858,16722289276.6139,100737170339.868,885475303833.602,177865406237.615,2003664215855.89
2021,-6082712917.33333,-29653117013.76,-30265050560,-331780514583.893,-133922855956.48,-129725403310.08,-103261060408.32,-38246183598.08,-12933815751.1111,-30084195043.236,-234308037488.64,-95834522746.88,-15787262854.0952,-36994743525.12,-324840068710.4,-259612389171.2,-484101804285.867,-1298144274.88,-10563320472.576,-14551053037.8497,-198121249484.8,-45246683876.9618,-62346645325.824,-44684123699.2,-4769127661.44,-3570560508.28801,3901333478.80633,-23706047954.944,-32843566468.0144,-4614271093.02857,-11175891426.048,-24548761617.7163,-119373187115.936,95296056483.712,5934468548.7712,3915122531.2,2096979996.8,71036564645.8404,671999001.965327,11832117213.8666,34715817236.3173,17459123823.0688,6792962675.19999,33401166597.12,143143773832.415,13198667510.5185,2998948453.12,16311022933.3333,155397500354.56,30255020441.5998,647317877267.518,13429876679.68,18892369188.864,15280206261.9307,235838259103.624,57864496785.4083,79133349682.1164,126203299184.641,43511177389.3759,18019440374.2561,89617777641.2451,402072866400.939,88639017496.5767,10435465678.1654,66205946586.4534,511846445667.153,107569359985.323,1326015526083.33,19932861808.6401,84848208378.2494,36218600391.6821,545033963479.041,107702548715.521,174850851287.053,245954154311.684,120976503750.481,26600031564.8,339304912101.034,978021804468.918,260368314216.316,33470491308.5851,150149312604.046,798208300236.813,248191063424.693,2534615420856.49
2022,-8429373350.82667,-21163168950.4775,-26342020639.6404,-352892324231.191,-120985365504,-189830368174.505,-100787349043.2,-40852341006.382,-10024513593.6,-24499311544.32,-254068025774.08,-133561684480,-13316643363.2169,-37681539601.7163,-262785667048.989,-268443675263.323,-512684945648.296,-1244611397.568,-6791264180.41905,-11355470958.0339,-133923800866.816,-61994966834.1164,-74767672570.3111,-15139455759.9831,-8213853536.896,-984947616.440221,1915990174.752,-67346546630.4719,-51011146287.104,-3893824218.752,-2225591907.264,-32858546309.2825,-113015585415.992,59059175963.1998,7142454466.55998,7124844870.39998,4306895750.3999,84881725550.5603,-11392463708.1601,6884791010.55998,84190709350.4,15574888061.0385,9232315739.47553,29136572100.113,97642047833.1683,10643132710.9119,3052732842.4473,22668690188.1904,222157508412.952,27898084823.0394,585029655769.44,15651572101.6321,18734670733.1387,18067653374.976,314037011139.79,28892944596.9921,83822293304.0767,159153754583.04,41616512564.5546,18951590530.5737,90483960508.4163,286509197517.327,75704752091.1823,9384762508.36855,64883982917.6321,452199990706.176,116773796700.16,1237259129808.77,27146809008.6424,31024616076.8013,39440164016.1285,485108915138.57,70255741683.201,221932458106.889,263891293109.592,84438661857.2853,29982159421.4402,293991900119.068,500354310282.071,170923884544.001,17453445470.7204,89841271091.2001,766096997515.526,242288693841.931,1775426867704.18
2023,-8518265040,-23376826926.0225,-28590631224.32,-366472802418.688,-140865382107.429,-184029009940.48,-187775278609.111,-37392745262.08,-11664049486.08,-46444511918.08,-176870060373.333,-91145961905.4391,-11131601648.64,-55698871596.3733,-253624780281.173,-288334429102.08,-895976382152.48,1796705529.81333,-9217201836.032,-11344469796.864,-145001643314.381,-61763533497.344,-100148807802.88,-82226517331.4436,-4794883724.24062,-2956010053.696,-7690030835.95295,-14392523668.48,-24666439438.336,-2898526553.344,1321232012.8,-53346512416.7681,-96631415640.064,175446327477.281,7860137195.68248,6288508017.77774,2157032736.24678,47455012729.3564,-7864142464.00001,-6817655500.80011,31050935897.3968,24501569489.9775,7793338619.9365,34901593190.4,149727759400.96,19784080155.3066,2247421186.63238,28755494174.7199,183259649556.479,-2188221893.12046,662616565985.727,14954546827.7933,19484666880,26147388229.6328,340424318582.785,41638195548.1602,101370812494.239,132305849098.24,56237817738.9718,18671476414.1715,115822702275.59,399781881404.282,71310627217.408,8631803368.44804,54955456638.9762,609186845245.441,119565809332.225,1377900067117.12,24983050257.9205,38711042785.2802,52382721464.3215,721365867806.721,138540410009.604,183904878062.744,248934547701.767,100984993617.923,31877610726.4,332094152683.522,991729528176.64,135800162314.24,16527634281.6509,103538801612.8,993649554882.575,246145556176.619,2324375807433.95
2024,-8897758612.07198,-20614542457.6,-30844121867.5056,-366074935910.4,-120511165239.534,-154121942812.444,-134473010809.905,-41580894409.3483,-15071360885.76,-22428670888.96,-260209294738.697,-87980761315.5556,-13625866865.92,-38685528215.7037,-291486660300.8,-270268159440.166,-460684456490.159,-930878019.356297,-7004844308.864,-15053568233.0624,-117414644923.463,-51196765446.144,-88318015111.168,-51974478498.945,-10031013749.76,1158883779.392,11425713234.432,1219639631.42466,-28659616771.6853,-1185011650.56,-1236283453.24799,-65356753387.52,-105200259929.106,118014017251.431,4253099103.232,4270422803.19998,-3234667391.55712,66233630822.3992,1948310414.39995,6895226675.19998,38281864949.76,18828748431.82,12411412376.4494,43759078424.5759,173335123968,27176527987.8252,4093128766.07999,24089769773.4087,195691744034.816,16972224419.8399,686135088179.199,13833642503.5854,15745052538.7175,13081676104.3302,291789035942.708,35844374192.1294,84654824413.4836,113254525450.294,47386103818.8361,24297837141.3924,127155020231.112,413835596465.169,94675774508.4277,9448385301.50403,58132635517.9684,407499718877.185,121781745143.808,1265414250091.55,23405011630.0805,28964567148.3603,25140339687.6198,569572249927.69,182987971276.819,161718093864.967,239119138310.832,86485956761.6037,38451150251.5202,318472634142.721,611556035199.329,163617843268.443,19013378677.7601,99678368993.2867,715921590435.898,311875114845.462,1947119327025.32
2025,-8018651196.16,-37573587496.1067,-32739915020.8,-536123263139.84,-133322926370.133,-226910161827.866,-190230728130.56,-31396243200,-13868786638.08,-28885539450.88,-267239053762.56,-139965926031.36,-12145306159.4074,-42744328012.8,-463632848307.82,-275253940137.312,-553959799743.26,-263651606.601544,-10755431502.5608,-13056680493.5111,-188013720661.816,-56143785625.6,-64823553184.5758,-48887608549.376,-1906984242.18413,1145963075.456,498617418.151997,30737786987.7148,-47494427407.36,-1579183303.85067,-640172469.458824,-105083381419.434,-92614355255.296,177749571339.2,9251416107.52,11008861009.92,2006168277.92385,98990009466.8799,6666581501.43985,23152104273.92,11882764405.76,22909671707.4602,14315325102.0799,49536296246.6515,287849451192.32,32773534133.2133,3627808280.95999,38646154548.2629,232026617563.428,17345361533.4399,905047186699.215,16661163014.144,29424410487.2305,14139832105.9841,423053896417.281,42723980226.5606,94854085641.7524,121457510393.499,68309616158.72,31293950023.601,154237441988.172,663640933859.332,105487246550.005,12155714579.5049,118987298091.009,604090751959.041,130448208277.504,1818030475995.44,28490304972.8005,69999497072.6409,39226946288.643,778064566026.264,95282172385.2828,153628716470.858,267220734586.884,118910651228.161,55866799093.168,440148671298.404,1071619411148.82,268584982625.531,23431049466.8815,189664003317.763,921877066055.703,209764585543.682,2754087867057
2026,-4063876074.56,-38330745553.92,-29566196687.36,-252655970358.18,-108706214502.4,-134074559761.067,-162836318248.96,-27107575040,-10566693130.6298,-39670386227.2,-177777298309.12,-124300426885.12,-12161987577.419,-27132362348.0692,-347753089488.213,-194161528506.921,-436080822742.66,2529401405.07146,-6538642053.37601,-12607126882.6453,-19708267683.6233,-54365833564.16,-58617206515.712,-67708424445.5619,14982559372.8,581533896.112,7629777136.01691,18302226534.912,-51395736590.0868,-593626979.328001,3490646927.232,43489750141.4311,-77922680115.2,506052435905.591,9753115799.70368,11723185536,2405152423.67999,184904604221.44,-4832575976.96001,20618396504.0423,31307276569.7354,45800985659.5979,12051502114.5168,48520988856.32,309862252544,27301663303.68,6194298815.14666,43078311874.56,317937796055.038,37361470085.12,1230148635053.08,20507734337.5361,28700583763.7979,14294490936.0762,427720343864.076,48678623531.073,93607407024.1285,133180547891.201,82926697405.2675,29148852921.3441,165567087822.219,598947719438.705,96142420173.8838,15593065577.728,102710347022.336,705986529984.514,156280508145.664,1945296272243.42,33970788520.9613,41976717891.7309,30921499361.2828,842955800821.77,87577566689.7319,160110624588.999,252015848714.24,161393812439.047,46870042277.2488,450423607980.427,977139651145.179,240039198069.864,28466633700.9103,161958616913.92,1078232083496.98,287037645455.369,2904437790468.01
2027,-3601029223.04,-50204454021.12,-38070965053.44,-458635372830.72,-81911691540.1349,-129071381186.56,-128541986935.196,-24944526803.6267,-12304797515.2941,-31033203645.8427,-188222745128.635,-129142965893.12,-12159499484.0449,-37085868458.6667,-352546277396.48,-359785894645.76,-143596415292.623,2116435770.624,-3824416022.08,-16070029505.792,-146848062095.36,-39187971347.3481,-30044859099.4286,-31573426289.7193,5306626770.68799,-272545229.252445,10572803596.8,-19908771599.7675,-52998796215.296,-19161558.4185187,12130100557.824,66175700809.9555,-46557161694.208,422071601648.456,10068862090.24,14764373094.4,-2772385964.80002,204522692998.095,10068274590.72,52679261449.4814,37177288996.5707,40167579019.9467,15156347432.6349,55346497936.9312,221037942947.839,19986494840.4319,7459230220.288,50393126034.2857,386296698880,48584370312.533,1220117597686.46,22502978046.3749,35196240343.7245,12023795069.9521,535385816377.167,46963206531.7547,147627757073.111,142789186125.824,90221992837.1203,37170466983.4201,191020284717.74,669020646932.481,112570835302.4,18446046387.2,127705145167.874,668657844289.536,144360398523.051,2285233317178.12,35997736223.155,99607631285.2141,32185603397.1204,905310822876.861,95505155179.9311,227177596858.97,274800771481.608,212260490280.963,59370850872.8893,534469355851.681,1546175936757.77,383591115044.58,45000834243.5956,252494348382.768,909384793702.404,269453426176.014,3998707159625.87
2028,-10428379452.16,-29953865648.64,-34162863252.48,-374422055219.2,-98352280487.2533,-164829133243.733,-201086273781.76,-27343263622.91,-11707082021.2042,-21155737545.3483,-273186574540.8,-154785340825.6,-14785176139.9467,-29089850620.5867,-257440540753.92,-240299784874.667,-28428642107.429,-206822519.663999,-9731606983.11111,-15236880344.064,-79131822011.3921,-45073436514.304,-50572784569.344,-32081756710.4,1604430881.86966,1409997911.776,12873418012.1689,18241042437.1199,-46552111713.28,-2824521296.768,6387530279.296,39456011329.5359,-109874846470.144,579701254580.352,9870625266.45502,7118227586.30327,-483811840.000012,274127821619.2,1545025354.23994,38868826599.6187,49201718763.5199,39113016538.6067,14379838095.3599,55551803740.1597,301900089029.752,21406086328.3199,3586191079.68,40346712330.24,312433080729.599,261390694.319982,1337797941529.81,19475089384.161,32434257135.6162,13235426049.536,619573773893.633,57984486898.0736,150197716656.129,155160367394.404,93360772008.2293,34003983715.6693,168614723411.969,761227483283.459,89677060538.3684,13144617287.2466,106150606327.808,692240908271.156,203685930467.836,2138500293736.77,29569829416.96,50515796776.9601,23444340031.6617,941418397286.407,119474473000.961,262362362716.165,274077654650.883,151178762813.447,57570739768.8913,570571367997.507,1430004812939.32,235250948072.996,26950071969.0805,181398553548.802,982236896870.427,385769801338.884,3310272562600.99
2029,-3795074472.448,-25219188305.92,-20618903928.4319,-343809183641.6,-123481427183.548,-142538459677.799,-129857091686.4,-33072449125.12,-7059120283.84,-23731507363.9551,-179435671644.16,-127980499164.16,-9760632860.8,-30686207506.7733,-341578146508.8,-194636515758.08,-240125772592.27,2394857333.93067,-9042851608.1664,-9735632337.94709,-64518155221.7398,-30252650347.52,-28149629561.9048,-41165228652.544,-681499884.822151,3551423955.62667,14108719629.312,-33435984925.2571,-44417657899.008,-270016654.496005,-857176914.183995,62376811707.4625,-80489009389.568,589200097361.405,9525524427.35218,10113834915.84,5155721798.86505,228281923747.84,12712299722.24,45638428303.3598,38540776601.5999,40716277638.91,17638235852.8,63869224744.9599,233001651732.48,2645695155.19978,5590448261.12,40862416809.3121,383039747686.4,57153431906.9865,1246387383851.15,18964841676.8003,29615552053.248,22326482793.984,481228189351.937,51932645257.2161,111520131166.208,149724535701.504,85971098968.0641,38038980960.9083,204185285268.824,662989899104.258,88411954970.2793,13458906502.637,108492112539.497,697222783467.52,159491128979.912,2106438545864.12,31935222328.8897,51781641420.8,32115530489.2288,729600273586.825,101108048472.185,213882388480.001,321725919887.382,149726394900.488,58200754479.7886,564481462435.848,1221598682316.83,261807226468.234,25680913275.2599,175253269811.201,1114125730775.06,309763000634.032,3467687144330.95
2030,-8301870979.41333,-38634757826.56,-31032668485.9733,-306573428449.28,-125708469012.48,-181638810187.093,-139788370626.56,-59194592219.1465,-10673432689.92,-25852429639.7326,-306128784588.8,-151319415285.76,-13242278886.3342,-36287190964.48,-385370391674.88,-226518660915.2,99826614285.64,540208206.084428,-9076035505.98096,-15520348020.736,-75624913293.312,-56045199126.528,-54631141240.2338,-21633876418.56,21869841029.9887,5514604288.7168,9158332837.64706,50614129336.32,-74002554691.584,-2475841422.72,4956562160.98133,6641086385.1626,-95389609865.216,887549185909.141,8975114388.47998,8021158364.78306,-1540556068.57143,396314611985.066,10293692297.5424,35087987102.2021,71378591007.6404,59511818055.6799,18866690756.608,63172953620.4798,366647089561.599,31877905868.7999,4793095644.78307,54348176784.3875,349601028026.965,42689228144.6399,1658774582395.52,21649200436.8254,30146146483.2,17673355650.0485,758355341836.402,82026905720.8324,197682327404.731,208563400548.352,104644416757.76,40332248084.7104,277898426957.826,969303586777.734,122843794210.816,15441121216.6095,152813630234.624,654143565157.719,176872265744.384,2703517786751.23,37977648322.5602,57675217183.1537,38668520838.0963,1288206566359.04,211874125859.434,331082638131.211,319374139555.841,204147243335.694,74467889664.0013,791899931566.108,1905153008762.88,318216551424.056,27271263085.7162,241400074997.761,1110142787911.7,330060305163.516,4288041744359.72
2031,-4636442682.46367,-27372410346.24,-28889721953.7978,-282563989463.04,-124039763185.618,-137526388408.32,-140585807486.976,-25019646155.776,-19383212762.88,-42423320067.4133,-241101400780.8,-185970567229.44,-14705755589.12,-21822410867.1557,-93019111475.2,-237313496629.964,-56190208040.98,5603163364.224,-4616623913.46016,-10652532142.7302,40884171574.2717,-51399520665.6,-27509064246.784,-31740588393.4118,10658330438.6797,1459624401.216,4688838867.968,63568709584.8958,-65362470570.8422,-2607877099.008,22305913361.6128,96095327619.7547,-90965258321.92,922701593949.914,13405347376.6992,18110108661.7599,6509577254.39999,414138060144.64,-8130043523.072,43104627899.7924,55810584903.6799,61788908226.56,18649516695.3624,61898175439.2381,411232662432.426,44965049394.0154,6726600709.11997,82195977297.2698,366820784442.242,22091267890.4912,1820272889648.9,26258850218.496,45269718088.6011,31254794853.035,794062197751.815,29011659857.92,126895839667.607,191932376645.633,118231946733.037,39594547882.6668,244734553682.895,1174591898189.83,171133493308.683,14003591548.416,173627130527.744,696857065455.618,144005088780.289,3052571234581.89,37693252661.7601,73166468710.4071,49430594897.9201,1207980567210.71,82626009589.7664,237619619645.444,319256400588.804,231855263232.003,74349064441.231,852177822842.96,2154136926453.77,313126335742.656,30089814494.7202,252345525022.723,1276702556333.39,247729037762.57,5357480778219.52
2032,-4748123121.28,-42825070325.76,-27868665904.7619,-405790748956.298,-143394195155.627,-200949870266.021,-160792243725.545,135704893.470437,-8857523423.49206,-14110254297.6,-257122528889.905,-228752801914.88,-7655180997.12,-6654824348.8,-64033533504.8533,-218981268463.746,86405636680.4656,5182004733.824,-4423889824.91429,-10435294459.392,80422172139.52,-49263353867.264,-47294635599.7232,-11903950248.2286,18141871404.3733,3148053371.39377,24176677382.581,56575542520.832,-74954159020.4416,-268266443.546071,22499058129.3056,196807189416.229,-67643385236.1387,1122387779972.56,13369024358.4,18354541638.4339,11946415624.192,543114361839.746,8023717279.99996,54140405036.3733,89677946001.2729,67609383198.7198,20108105142.8571,81173785258.6664,418808368350.135,20370993856.512,7203311106.70898,67801884057.5999,547886837939.002,52214309781.5039,2272486301395.2,24147439011.84,45610050376.2593,26995321421.4774,983326781999.138,51065554302.9761,163827258491.723,222893814075.392,122938313529.704,41493125386.5659,252868318449.661,1197722891562.01,138081061156.572,16956030810.3191,166702712389.637,870579639550.289,159567859575.467,3321171648091.51,33235604187.4287,84207776459.1765,50076439657.2958,1358881084047.38,136064864691.204,237338096872.976,393129597952.022,244089025660.619,71010425959.5507,823141439242.306,2189936495984.67,480745063366.517,33821478172.4464,273430442005.071,1127660249743.38,266916294000.642,4603668634256.33
2033,-627318269.429306,-40779380889.6,-32770062574.2314,-220170045773.066,-146210207421.44,-245457769856.677,-100788033699.84,-35172708800.2215,-7168818474.66667,-17450235111.619,-189780845996.021,-199361303695.36,-14960945370.88,-19117612933.12,-51859507578.88,-341790028431.36,138434294940.19,6552327304.05393,-7063416475.904,-16261377245.054,88173982901.7887,-54728348041.216,-65802974573.8787,7012256128.512,20496438939.0478,7851637585.664,32724737010.1932,89596959220.6222,-83424305821.696,460776196.997998,16570951176.704,145248720920.094,-65251602487.296,1216432210225.5,14521624350.72,17776704517.12,641776794.719981,546335168433.028,4900606663.68,71224398336,80753369538.56,75355698213.9259,25490778982.3999,78643444002.5467,458806260367.359,46350625385.6506,9300744359.95766,73208932351.9996,436395523686.4,67704456273.92,2071000039808.64,29894568306.5911,56565135964.1605,21197190128.8297,861854945624.069,81647289720.432,178772765077.266,178742410555.35,152699599118.337,48221085453.2742,306168768921.602,1123566788673.54,171361936981.063,19972739246.4593,190870652956.673,822146921086.976,205336036167.681,3531574142978.95,44350175280.7628,145923892350.568,58606653319.6812,1472393351987.2,199349271244.803,354829514673.039,288076213002.262,382859795513.608,86588920709.1256,843631631073.322,2128290317516.82,454039238909.126,63558711773.4848,336839801039.112,1112179091210.24,353633541828.116,5205183083416.37
2034,970235292.266667,-41427792419.84,-34258751275.4048,-494235724144.64,-157578790551.552,-213359646003.2,-152384280384.664,-43542535669.76,-14132058636.9438,-26232586659.8663,-278277648261.12,-185033359812.771,-17535200992,-34418035436.8,-169781335132.106,-313344837534.476,5084088878.74161,6875643715.25758,-3710403122.4809,-13396664615.8222,-27874082324.9052,-59498546990.5977,-101112253220.864,-17842676431.872,19731944904.704,9235018915.84,14511992198.0952,78203392077.824,-58472765452.288,-2082435856.25397,25440544125.6107,233711879379.886,-76991322852.9619,1023745133290.12,15077172146.176,20242129525.76,5498317613.17643,531556834417.776,-7437274388.48011,28112911697.9199,101677319964.444,61566196633.6,27266352859.4285,63428637511.6799,379276752486.4,26586160179.1993,7413582417.92,78610980167.6799,525451842034.453,99928044707.8399,2218860549713.6,27543164274.688,51847870175.7639,20798347317.2481,988674411331.585,45433131020.288,124195884873.957,206225086691.558,134523671243.176,57524245331.1489,262400950370.307,1290770396479.5,151445301549.24,19012622487.552,208063844004.525,886032861043.134,228550757673.46,3591531303427.59,44396059236.233,108821581967.363,35134234081.2803,1346307855155.3,94443636374.1878,310738088939.521,356234728120.324,219969515745.284,92074752778.2431,960861240647.684,2550011492925.5,321875193487.368,34976840243.2029,323675988582.422,1246644341145.65,406848453365.767,5393386672093.66
2035,-8975668031.744,-48975204019.2,-34283716018.3371,-590299148042.24,-151806877696,-167657715738.324,-157009659955.2,-53016130114.56,-6193595632.64,-18563687381.481,-295150074993.778,-222694025216,-12879691996.8,-26045761235.3016,-3728333613.37565,-345645522944,336612787443.84,4626842705.06667,3500010856.31999,-11017665729.4222,34135364494.0944,-55355305885.696,-25601719597.2403,6578757108.22398,21229078585.9127,10556117281.4507,30190162351.104,146730364048.118,-80793646889.4477,1649252165.62116,18428267619.072,313412287299.584,-106977259308.297,1293955808726.01,16694604431.36,27884570961.9199,5085368362.23995,635961751030.786,2094756410.23998,60912540672,110091233689.6,77204445074.7733,30361837167.0688,87616294174.7199,509387060955.427,62649767720.9599,10557228411.128,89018420272.7619,595317368422.398,32379827064.5502,2538860357523.64,28125511274.6119,57975788576.7681,25293710645.6803,1058017523974.23,50317362884.608,166557852647.424,228120564372.463,160848029261.824,61232948838.4001,421155774940.791,1328676785356.8,176967556833.281,21357546258.944,234232982316.701,978591524569.088,188041514426.368,4149659837183.52,41193751434.2409,90861305637.397,44447320581.7539,1644842621829.13,97367960360.9605,285730480844.801,385922356101.126,237156338503.688,113136878069.763,1163865449594.88,3010618536427.81,434227369738.263,39132090122.241,436585010073.62,1410645330230.62,311689481420.815,6907972572357.49
2036,-2433027038.11765,-57943856101.376,-42535639393.28,-391056044277.76,-87072304742.4,-147901625659.392,-125097601602.56,-18808036063.7532,-7891329249.52381,-15856590449.7778,-179802732902.4,-233581238231.04,-11920552156.16,-41157997352.96,-181945932035.413,-162238635939.955,139151396281.893,5706889409.36533,-10727859101.952,-14744295775.744,295461100158.976,-32571619782.656,-22599146764.8,38219961503.744,15805578559.247,10308821028.8423,43986889784.32,104003110875.157,-77342124700.6273,1296018434.26133,6640627435.00224,192674670246.831,-42390048993.28,1376822363732.5,15906149591.04,26655679098.88,7042843091.19996,750579961785.135,19835049676.7999,72950303621.1199,122837596160,82198191737.9047,35797628050.2855,103478622435.555,514233167052.799,45958788689.92,10241947960.32,70884772249.5998,596662201221.12,89911213752.3198,2797054174227.08,30121427575.8081,57909323653.1201,23087071285.248,1196296739291.14,66590499517.8433,163918529725.633,208962966184.5,166929953964.033,68198497898.4961,397947546854.81,1356835004088.33,176967029711.239,22259289197.5681,223072573875.61,929381313282.05,240211389605.116,4366217034458.52,47315930740.4883,96827390038.689,41169994309.0347,1708759647941.76,111109282334.72,250638280089.602,327638345977.228,262440742092.844,128215891532.801,1133589968978.01,3389322905309.59,397266326435.94,32766848058.8805,403740332484.776,1312853926372.36,403048254772.829,6935680747682.92
2037,-4455664776,-30256773803.1054,-34420197862.4,-203510917477.587,-133212698060.8,-217976169533.44,-295164115333.12,-43789531059.2,-5962358112.41132,-21065089094.8651,-47610497112.5814,-226766570024.96,-13667466408.96,-63321756815.36,-236559758092.19,-220480817726.307,450866429844.91,6595316040.192,1507231664.27682,-14029035184.128,92647373121.536,-37024282573.3753,-44127066290.58,-64566894516.224,12171570146.7428,9177689050.61587,25538872969.1239,165604731170.816,-71542709706.752,797352767.391999,11237960450.048,166328041613.995,-58191135491.0118,1422503948010.33,20422124355.584,30043070611.4139,6841696220.15986,600979564134.4,15406328696.5502,87083770766.2222,57280852131.84,85532206981.1199,33019468458.6665,104444388411.598,678479373506.879,61094230070.1796,9375651166.208,118184262246.4,535540982286.478,83339817123.8399,2455305187634.49,38488462862.3361,74994188929.0243,32741266141.5936,1111489141992.42,83076876017.6641,225644255135.353,177450753553.879,181869058654.209,67455432281.6445,444283907944.297,1685564669206.49,224200878034.494,21094783012.818,276801789362.178,837920221167.616,244086968098.818,4697795213486.2,70150858726.4036,113644067162.764,60911391039.4896,1866342482247.81,123134950352.214,329857870888.964,324735705333.761,365221487288.339,119895793152,1391146147676.21,3883449469702.02,474639811788.82,41155303499.8534,458991938868.836,1203213650984.97,448151318487.047,8330830588363.34
2038,-8171910480,-53857046169.6,-28614868339.2,-365774763840.664,-123864705904.64,-181423471315.627,-182592011806.72,-17785351688.96,-17833867809.28,-9119741721.73545,-238759110307.84,-251398749798.4,-17997430009.2275,-60473548560.384,-175825382400,-297057577604.872,394360177438.827,5701362380.544,310993620.571995,-9678838233.6,259283893501.952,-38989141551.104,-24050917552.036,-18727420388.9664,42872998212.4032,6495672659.456,38931222471.6529,225247446078.805,-82878800568.3201,370184125.416965,33220551572.992,289141263220.736,-61718525414.0587,1662651023699.49,22202003558.4,30013487687.6798,10606317749.6349,660088041667.046,-1532517.12001148,100009684295.68,93082700718.0799,107264397358.022,35353839128.3809,112602973614.08,607856904601.599,55426533222.3988,9918634670.08,130761538355.2,671281514741.76,65194335877.1199,3031098114373.08,35837413891.4517,72174162336.1016,28887706948.096,1218662680035.33,43336159661.1058,212071391734.791,211833055780.864,208228642045.952,64337916375.0401,425501740294.144,1566101200044.03,218312984469.808,24482124946.0908,295656544890.989,1070186184661.88,187622126010.368,4774179608951.77,58456449377.2832,156913458138.078,44725338820.1133,1795738784235.53,106301431828.485,367402656768.004,378522218455.044,374963200368.661,117730035766.188,1258065648493.73,3612164310171.68,460074181474.881,108899710458.251,452251417887.652,1497393492750.38,281829646509.377,8458979716119.63
2039,-310123670,-42996167170.56,-47501344182.8571,-184047567048.062,-116119741568.987,-170256760808.989,-105395052088.889,-74997880299.52,-9540478476.19048,-6738786813.96826,-206406821661.614,-227718990224.931,-17085469145.6,-22464167121.92,-43601661376.7191,-187315752345.6,768453445697.888,7722166608.72533,-2872757679.36,-9450521258.66667,253535956746.24,-35177389169.7778,-5744241713.57463,29131818790.4443,36210193047.2969,12039090982.1968,43773138960.384,198895516685.653,-112924196073.146,1291528936.80206,40939316523.008,256397952163.84,-29293711795.3974,1864104291518.55,19046070364.1245,28024048121.419,4683940690.26221,679998400320.853,6308665676.79997,106174711692.943,115619227115.52,99533377062.1697,43465760811.3438,111256880398.336,599481125590.01,40330703738.8798,9597350456.88889,115380235139.986,629250200510.19,94497560068.0959,3164345622042.88,35898429986.1335,67117749741.0373,25962742175.2694,1341445580193.79,65593622762.1551,250797219143.681,265654877407.756,167800728650.768,82900480049.1522,412931307520.006,1624008718480.27,186280788670.172,24434276145.1521,260718301578.43,987539425364.525,213422227937.69,4842356044443.91,56067856332.8032,120684793509.251,46481852661.7619,1947500479774.83,162047641538.56,508878962626.583,487430516736.003,297575835852.805,131534460321.187,1344280454840.34,3386178774682.49,441527834214.412,44938704457.1466,388970565836.806,1494907204992.69,327916599500.801,7314489623272.36
