year,ANZ_p25,CAM_p25,CAN_p25,CHI_p25,EEU_p25,FSU_p25,JPK_p25,LAM_p25,MAF_p25,MDE_p25,SAS_p25,SEA_p25,SIS_p25,SSA_p25,USA_p25,WEU_p25,World_p25,ANZ_p170,CAM_p170,CAN_p170,CHI_p170,EEU_p170,FSU_p170,JPK_p170,LAM_p170,MAF_p170,MDE_p170,SAS_p170,SEA_p170,SIS_p170,SSA_p170,USA_p170,WEU_p170,World_p170,ANZ_p500,CAM_p500,CAN_p500,CHI_p500,EEU_p500,FSU_p500,JPK_p500,LAM_p500,MAF_p500,MDE_p500,SAS_p500,SEA_p500,SIS_p500,SSA_p500,USA_p500,WEU_p500,World_p500,ANZ_p830,CAM_p830,CAN_p830,CHI_p830,EEU_p830,FSU_p830,JPK_p830,LAM_p830,MAF_p830,MDE_p830,SAS_p830,SEA_p830,SIS_p830,SSA_p830,USA_p830,WEU_p830,World_p830,ANZ_p975,CAM_p975,CAN_p975,CHI_p975,EEU_p975,FSU_p975,JPK_p975,LAM_p975,MAF_p975,MDE_p975,SAS_p975,SEA_p975,SIS_p975,SSA_p975,USA_p975,WEU_p975,World_p975
2040,-759487548.72,-44678509255.68,-32998170554.9066,-251942474158.08,-91486019291.4286,-101009749340.16,-52208006084.4021,-50179813358.9333,-8586250386.28572,-22332672785.92,-365135406243.84,-254934656409.6,-21312483087.36,-29697906049.28,-31587386065.2751,-227061131058.674,601890194005.224,12313902195.0976,3685421538.04799,-16850336207.36,368823191862.622,-38633842671.616,-13543523158.2108,31534738812.928,53934559851.52,16669646833.3714,56025976953.363,244230432380.245,-105999860991.425,-1732622743.776,28627602552.32,348425536053.248,-98754368629.4046,2238578651612.08,24374384778.0674,38967875133.4399,5866916196.67415,900646321991.91,14473048007.68,107377031884.8,119945923289.91,129142253646.972,48863597605.9259,137319083560.96,808169389195.516,83083931361.28,10459852363.776,147103618653.896,709164210585.6,55464141645.2063,3686285838474.24,42640473682.8953,94109040793.0686,25057426100.6337,1478665154997.78,73430826205.1863,236320208986.112,286351110709.248,205148014649.344,80162467885.0561,548195759714.075,2322676164132.88,219242905346.048,27778799036.4162,352891736293.378,1167787902020.27,196933132487.382,6057130854167.3,80601607475.2023,138026763128.554,44067592302.0802,2322338777989.12,126675975659.524,380356322467.84,380333437460.481,360106659211.514,161498959564.801,1369365935396.2,5236226180382.78,496055116686.246,68718035875.8968,735339303103.156,1591081917925.46,426075167580.168,9864694575372.96
2041,4865780046.08,-67397666657.28,-50262057231.36,-341275634627.455,-103500067072,-141265555763.2,-170810469209.467,-45395605975.04,-8636349004.01028,-14461506378.24,-391382141378.56,-292961009541.12,-13674409697.7978,-21410239569.92,-300772766078.671,-188939815475.332,1154920245884.61,15116396406.9249,1989887656.43737,-16095436209.7664,344436778942.464,-52947834086.7413,-36775666957.312,-14369752136.704,44482204400.8448,16629494910.7809,54953272142.5067,333164350111.744,-84831278551.198,1528174412.256,58926156423.168,345640136586.971,-43433199325.3841,2071781169701.89,26788351794.6735,54378243520.7191,3615817263.40736,926677443215.359,15126044684.8,95894154600.6374,132505765888,109422934671.36,46957188124.9563,129274827289.008,944520215622.434,57622476062.72,13756357712.5393,170798396280.55,639856225805.545,83648800215.0398,3777329419708.87,45207374626.8161,89384348495.8721,23869259199.4882,1616027299971.07,55357717520.3842,213210718937.089,281715662340.097,210085707601.238,98497744556.0323,576925370541.676,2641598076157.95,258088289910.785,31105530436.6082,374789255895.156,1090873447453.26,233391011205.121,6206806998102.4,80029458288.6411,140923452088.325,50325317770.2408,2579165190553.64,187820860933.753,299844432339.711,498549421787.45,394509265428.482,159333118667.181,1824621578977.39,5100544721551.57,497651610055.114,53040013424.6438,738525442252.822,1622085480612,483394242809.304,10539361193065.1
2042,10274771084.8,-59538037688.32,-33483828600.32,-121405314466.55,-100694265173.333,-122676053073.27,-146463146543.787,-26751957849.6,-11534561747.968,4506457862,-299389837880.596,-291826298554.921,-13768620968.473,-14954097091.84,-8662070593.91999,-191950725646.478,1404384016773.48,21728932843.4116,1816547600.05079,-8577823945.216,472338299378.048,-50468572524.544,9989812229.376,9426750432.512,53564009884.8508,14050059907.6571,67727510173.0133,229409221446.705,-121575115603.708,830740462.899463,50199026543.2185,314581850053.486,-18145299256.32,2187884428462.19,31412670521.9126,45285839411.2,10049054750.72,952349892515.954,5135563681.27989,124910470000.64,116529057689.6,143956030095.36,49441779978.24,140847661875.2,903179613962.24,60861084696.576,13324552484.5714,167977682075.311,760725886894.079,114152210605.375,3773656092444.44,48778504770.6413,96663810154.4968,31809287303.7664,1533174437445.63,61837588460.4956,232582126313.473,236940835348.481,240277817303.041,97428636057.6005,577071280275.496,2444306794478.1,305515280299.481,41427462309.8244,408117131924.822,1122131025723.39,299731071569.812,7027963512796.42,80747081287.6849,146214601359.369,73460706723.8454,2411963915897.97,203016719523.841,399326326545.613,389916706201.618,387834608762.88,168659125616.645,1828153857311,5647218343280.67,518123179622.404,64682513114.4534,735806196531.219,1859245248675.85,905118163517.456,11605380652004.4
2043,-2160922983.75087,-62953071057.92,-44398062716.0138,-173805598443.626,-108485978875.393,-166126342282.067,-175222404356.607,-9744666832.61697,-5766527335.25333,-26252859676.16,-197651982657.152,-294344861381.757,-14959500753.9471,-57523357980.2982,-377397772103.68,-174085138121.378,867733251598.72,12348014750.9248,-317429068.216,-14260856701.2693,388682423652.503,-47898406516.0884,-56572609424.5888,15457472841.0489,76796756513.5872,19962525509.6267,35343732499.7757,260709691041.382,-75863454818.304,-74750477.075339,28542281095.168,274996978444.19,-52540433029.12,2395145973732.52,27035242788.5714,46868643258.9065,7822698009.59999,1026899789479.94,16933870041.8302,110969737998.382,161210718392.212,153749659562.962,56305738895.36,135643964327.419,925801529967.611,104037267025.92,11499540066.9867,164293019511.467,866411044536.32,101998580080.64,4364946189977.6,50731130577.5787,91899790261.2318,26892448227.3282,1648897080229.9,67424923654.5018,231754016828.075,306704236806.145,266784311033.856,112974276171.023,603239673860.343,2493101588820.79,294586774044.673,29966460123.9705,429049050136.579,1283504583213.06,338656745226.24,6935893263177.93,77595313186.5184,216410674785.813,46029553786.8835,2538591890636.84,121238973440.004,354464428168.538,567448324451.014,434218944067.728,192098299944.966,1966436343316.68,5480424230093.28,711369946974.958,72207427975.1974,791409671127.05,1674872160911.39,612304988569.605,11665385356064.7
2044,-1597540528.32,-49789390397.44,-39844147655.1111,-261725465249.218,-137493430098.624,-157642143621.12,-128619055549.44,22338949721.6,-5696202860.95502,8158607857.82699,-54620007277.7143,-317522376007.68,-10824580633.6,-47961177047.04,-263668243032.747,-260959995429.204,240000029171.64,14109331036.16,10013262680.0498,-13247123891.4657,343313815164.072,-42596466535.3214,-780829258.752,-30588090997.7599,95755027337.8878,18076283940.3005,61623537466.7852,318446598330.373,-85748854328.3775,2931634441.216,44967135309.824,222734778044.416,-83709970548.8782,2039876273515.01,34021468296.5333,47146959298.56,8614191394.13331,937334212198.4,19745006445.714,160327762029.227,110717538631.68,169567609742.222,50890203340.8,150117009700.571,1092215914756.06,104008011694.08,15100498135.04,182537936486.4,619798220536.761,82831665681.2583,3953400400859.42,49269268558.0191,107522834462.341,23931176530.9204,1713835322114.05,95448754014.891,314291129916.98,255893942198.272,261513681731.586,101357004688.043,621765209227.291,2774745526932.48,340644833738.755,34457860796.0044,434788894596.475,993934537783.266,215462740418.561,6957093724694.7,76789291857.9202,179244115892.15,49510707169.2801,2181035362549.82,231628175380.484,454337090846.724,391222848757.76,406557850214.461,170320006041.601,1847318521938.1,5941610175515.43,631938725634.923,75039350450.34,783148579020.805,1452392875544.39,564532499906.57,11515012202022
2045,7947455985.52185,-84760538818.56,-41554298496,-182633911930.88,-142055554161.778,-159907009269.76,-72037397370.88,29784547987.2,-12245871317.8817,138621129.650791,-87515962200.0424,-404932201390.08,-21402939148.1905,-39229697130.2976,50199712505.7993,-407747500389.587,1373840314131.46,15995126841.9126,-5314456775.51746,-17085691552.512,501778636505.088,-34034995700.6222,-13714312085.573,18844936094.72,87214203541.504,20279087229.4112,77087159314.432,254378375361.331,-136661122153.109,4358215443.62667,72739627511.808,392722378766.173,-40141627833.5488,2617116455593.73,29895720304.64,50014799848.9884,7077250877.43999,1071701350930.96,35150027900.6133,142828311865.254,147579489239.04,184786516606.976,59096102211.784,168749362023.64,1113765630674.82,97455550423.0398,16728753120.4113,243399826067.045,841066875553.218,120385119029.306,4600616545373.44,52202591853.3034,131082768621.568,28348084094.976,2033925985264.75,95899613790.2082,265304460673.025,352837468784.156,285457572074.061,122864589582.336,645455515156.488,3175461633492.43,348036984127.489,35836296851.4561,591862047751.586,1210782965202.94,271603163359.919,8497606153026.85,80564337264.6415,204402739179.533,49327852037.1211,3150058682122.28,152003726336.006,554828345262.127,530276951836.451,452281641035.859,212257767116.823,2390552351211.8,6879460069868.57,669250095923.201,74781299507.2022,963611049738.253,1816680201420.81,444519737466.889,14013328164311.2
2046,2267102468.48,-66104937712.64,-42240483279.2381,302410196140.584,-139002522535.253,-154916371019.093,-152147324149.76,22760315349.76,-14395080322.56,-4671888671.78667,-215855375246.222,-416350382448.64,-24937254287.36,-69105872340.48,156463367632.166,-298624447583.668,1548350557780.99,14469731013.632,2539635516.69213,-15036826381.056,826430555155.134,-47240331222.8983,11285285237.248,15640388239.616,81780258253.4827,21500477093.0688,71999740264.448,271313338073.088,-142739150893.056,-179118726.58,41553823763.456,442749505809.067,-73098958021.7135,2887730930683.09,27853746793.6508,61042991862.5185,10131958562.1333,1450180718960.42,9083061679.78654,147110596567.04,188935883407.36,174724670324.736,66812406306.1332,171549165836.504,1082772074659.84,68035848482.5464,13537494412.8,198272146545.778,913642383605.759,88201905298.2849,5259764287314.62,47626439715.8402,116924405911.552,34235560592.7254,2149338513408,83344579740.3647,264934219530.24,326930728026.113,295654346400.915,128297225273.344,715565260496.593,3180742798082.06,344971789907.991,33734226074.9546,585878366355.459,1434407486816.28,265351235469.313,8491639721173.27,86479951984.6408,194221836775.626,61579998284.8011,3067191585884.18,217424896839.686,387057418526.728,508761427339.947,552141724631.046,216624458386.1,2374036737556.49,7870431813959.8,685300851097.625,63625652679.1146,1072424722186.26,2171413456158.72,607291904983.042,15485875262852.1
2047,6482080557.17647,-46832581314.56,-49089016345.6,-15991370169.5663,-122026750689.28,-205689678848,-58890557100.032,-31401304348.16,-16327829199.2381,5146691076.79999,-14234471146.3281,-418751490826.24,-8730894823.36,-6419631155.2,104957269235.81,-256543121653.76,1660385147599.19,17697844838.4,12999953047.808,-12528723410.4889,766035046208.362,-39222383711.8464,-24665396121.0583,31490272716.6228,80548614498.304,24525041541.857,66826679535.616,483019986573.409,-99004163771.4381,6021908400.128,65712036581.376,540299912875.75,-19707027406.6432,3070603495266.68,32821565830.0952,67617422591.9999,12766135137.28,1470357984378.88,15430101273.6,138403349954.559,116733118858.858,175028779918.807,72737752416.2559,172448078888.96,1162533987942.4,102817124156.952,18069825469.44,238204480143.36,1063755111464.96,191766818979.84,5563655906679.68,52560898136.064,129265796125.257,41523298672.6401,2187785086402.56,64794683549.6961,255783933728.78,276649852747.778,311572758042.549,141598151310.493,655438341751.259,3396119094851.74,326027274610.593,40792177609.7282,568812951863.296,1669608559542.27,362399035535.036,8803262299077.96,81084067547.431,226816490154.668,75004502845.4417,3261420804177.98,145456821493.76,433714913280.005,572255534366.726,535027655393.3,220119587788.8,2652400133734.51,6159156271841.67,709740784125.318,67962018529.28,1044373540937.71,2400868992942.12,677372672737.322,14262448081017.8
2048,11249185907.84,-59216628822.016,-46369720227.84,389285177057.28,-156092939139.386,-93674764702.2022,-14165423402.88,10309693393.92,-10284117181.44,18998610464.5079,-112605354905.6,-453214075084.8,-14736184374.9204,-46297755624.1067,-240593587189.37,-411988630787.413,1651926387264,20229264800.768,1968711878.91201,-13251428917.504,768323336479.457,-54257164469.1085,11277602052.864,97687937421.312,92079943804.928,18835005155.7376,87333988016.128,447976690023.754,-116901926180.195,5662597572.224,69701784872.96,466570933010.432,-80002774970.368,3267968932038.55,33395794647.04,58812093781.3333,10680972400.6399,1540986105582.93,13367163719.7883,144611081202.346,200455320289.28,193230543639.893,66136338236.9522,185569056605.46,1231645194321.92,107488239225.904,17379867339.737,213546655744,911350754508.799,75922168108.3732,5778078718781.44,58398813525.3334,115109831585.655,35579472372.6222,2247255868276.24,54060853894.1442,255961978139.772,321792409010.345,322755022258.18,130240467871.744,792706012813.416,3492044270556.73,328593937541.287,37677474242.7768,599441987733.538,1562113380659.74,308755054198.786,9094128927823.55,92948307527.6804,228264410859.866,60504142868.4821,3326416723968.05,120724659638.857,371581346324.483,443422544486.407,549701867790.929,240628905084.625,2452026406010.92,7194402902507.55,798800484679.687,74570480306.3378,1095774888462.49,2277230068585.81,499149303916.366,15372376641804.5
2049,909389714.233333,-66953513472,-36948794618.88,-14550438782.6713,-93687741700.6067,-52096671846.4,-135761634201.6,-21966393434.1594,-16653524456.448,-38386600907.3522,6018544215.73042,-395339397652.48,-12693020126.437,-45560194283.52,267964878249.708,-230196850920.107,1472979681110.94,13339874756.8128,18241215632.1185,-9129644437.80741,650471658708.171,-30188572196.352,35750560180.224,-3066951027.90401,85088934933.5856,16366231554.048,63912620574.72,476746511308.117,-122576639862.063,4713616986.624,43946864250.2423,535176290025.472,-51364634222.592,3101268691565.49,33517696797.6144,70016018334.4761,19403934662.4719,1414094408908.8,18974925567.9999,165894214169.008,155363036569.6,195286865850.965,63163268620.2879,152802542199.773,1248730093977.6,143743144087.703,17603414474.752,251553387243.599,932614053887.999,138045922590.72,5724847388867.04,51837455526.5329,135594246512.64,44972865741.3265,2377574383943.68,83128370606.0817,282005706554.786,336278089285.632,340624626197.132,129453084895.232,722370902640.409,3769798759474.32,397866555073.427,46729650000.4575,634459682504.706,1613357182353.41,312652031243.651,9356105643222.63,93704562513.9206,253127612375.043,63745306101.76,3545378701312.11,162435150848.012,416839462912.005,501569643315.226,638343069286.424,246924561920.005,2723853894287.52,7590482844058.69,957687882118.103,103628042825.143,1183052728546.39,2653247193088,762283377377.311,17443455932262.7
2050,-4387382833.92,-80578373760,-49317338130.4267,342513831198.72,-92584797260.8,-42367086570.328,-17412826806.8571,-34101114444.8,-31085542099.9075,-33847350444.3733,24733994304,-552325603696.64,-14677634786.56,-97174602231.1419,-215677464533.481,-206917487001.6,1987047957828.06,17034350956.544,11053790750.0373,-13755178150.912,1004562695411.03,-30899096385.536,59220631755.1616,93493215977.472,95924665259.6706,15537266342.4,59897034863.9668,579609529392.762,-113287633370.616,5448998697.856,30032111358.976,520818396162.301,-42631381329.2374,3715606204317.98,35375081819.2388,83342928800.3321,12504657620.8539,1776587952454.41,27610264990.7199,168418467430.4,226514023082.666,228921589944.09,83917534412.7999,180798158642.116,1379734704279.7,175954358467.047,19790910619.311,324937773977.245,1147049788047.36,109413200117.76,6377249352622.72,66299758394.1035,172858701660.162,47418721714.9952,2685972076822.53,68615917250.5607,312299438166.689,377316495933.44,420180803740.04,164313260856.661,959164985933.841,3958779414689.09,437044046333.292,44827648077.8242,846000029215.405,1640454216417.28,263714695107.926,11036630624044.1,115731399116.8,325132583475.474,82759153172.4833,3781124175954.04,123704478476.192,477562474946.563,561665153187.842,616226648391.695,291887816183.879,2781423851274.26,8658019325115.1,856337219502.085,74738435532.226,1549951916909.88,2645749923184.7,671268585038.565,17758369161691.9
2051,111124888.53,-43830788800,-29149234726.4,30134300925.9518,-142385973486.933,-110000062464,-97254854578.176,39742060996.2667,-23777252531.2,12670540345.9126,-3118795899.86509,-554620735303.68,-8556499285.76,-88911884359.68,78881371176.96,-355659311526.603,1427302151337.6,19642133821.4942,27652441569.1175,-5891277783.63598,874527978356.736,-41660846298.2644,52815607962.4858,-3175467242.1093,144232354889.728,20998356106.24,83951371010.048,536207813724.106,-92885529044.1142,5312042163.79228,122099217766.4,447869446462.578,-36853695791.104,3729777010450.86,36974657536,96868921409.0158,15553170892.8,1670789881877.06,16425752610.5168,189336206950.4,196989751100.952,280565440902.095,81637013434.9661,200623266302.684,1609884371517.44,183921874247.68,23574185369.6,354627577238.349,1050455151634.43,150240904812.069,6792312273444.48,62556475723.6813,171493328265.218,33934941894.7765,2556461195948.86,82496335252.1821,308665378988.033,351122587795.456,453845434040.32,162202681466.143,966450834593.487,4756061491669.47,478351662907.392,51464062851.7396,812843957439.8,1561925110235.14,375724384007.503,10995849399417.9,97944558202.8815,304299781365.783,69477974091.8524,3707516464332.94,142715251177.627,426996589714.291,471054370283.531,732926184670.145,330431241026.375,3368410411172.22,11383997077601.8,875323930071.38,76732587304.964,1822214014156.81,2239020770590.72,580505936445.456,22152061672115.5
2052,7575273817.39682,-84554731646.976,-46761064231.2804,-171693759374.807,-135468427862.292,-106096711572.48,-61010355010.56,34081986026.88,711437927.16,19075015065.6,-136176029870.08,-539360598568.96,-18467173957.12,-90843235993.6,-41012844784.9412,-280666093289.472,1787820313080.32,22743520668.3307,12347263095.296,-9420908994.56003,586413448331.264,-28375428339.8095,107113330376.704,59663241768.8021,108367728250.406,26869336584.8581,101091152852.992,591466569025.828,-133808131874.946,1290609392.288,68164244162.56,424461035665.202,-64484581358.2507,3503613160067.39,40596502842.2434,78848914582.1866,11991582825.2956,1690646693145.67,39873720279.04,239671342465.024,222213537955.839,231222117640.629,87884216242.0484,247011805006.837,1650425591775.49,152571385651.2,20675602616.32,316493579796.479,1071911408435.2,130896169396.977,6696913072681.6,64368119070.7201,173439750793.125,33815157117.6107,2543233989083.14,102515122488.076,370193474702.541,380878126394.027,474047262429.598,175234638552.646,1080336861719.3,4514987570539.22,445750307192.832,48014944342.0162,898105323257.861,1688822058188.8,329366441107.457,11467403188552.6,116956326246.402,281673750625.526,55835957242.8803,3967539343851.54,198959428218.881,529158128558.088,570411433984.005,690236041205.171,359752354292.158,3023908412785.18,10264063021641.3,899402296238.736,83111900631.733,1758847511347.21,2307440384573.51,785112355799.091,21150643907487.8
2053,10677008601.0242,-62161578088.9601,-44370681072.64,-463430163415.04,-146078766724.741,-64117702379.52,-124100960808.96,21224506342.1123,-7990755365.76002,38503734739.7093,-113722946520.514,-481996861288.296,-13326222361.6,-94449948835.84,83780126589.9682,-281198815834.353,2261457190410.24,24456685972.992,31553801148.8169,685476556.970771,709710607011.021,-35481371207.928,54596699412.48,24992402484.0192,127356895484.709,38476586122.24,110021538615.534,607154700091.392,-139003764327.817,5659827219.58399,93261468946.432,569518629759.659,1808435913.08799,3841787370332.29,39987419443.2,88117448396.7999,13737657212.8996,1791643383671.47,34513923558.9923,191138896142.899,158392267898.88,259754577724.952,87004959348.4865,231791764561.494,1615140824420.67,219434217840.64,25331044638.72,368758937485.312,1131284925996.29,180760118558.719,7015090814671.27,63390709177.7156,191142806752.305,38875874171.5628,2910489218514.95,82834384906.24,320782797347.226,347124504118.725,508678255640.582,173770008057.174,1060519214792,4494741554593.8,500064991454.517,53258619867.1361,931663669952.515,1776314213434.44,363441763972.744,11635848939848.2,114521628764.166,291454534802.288,68737688002.5602,3837293664993.32,174624875294.726,510634282762.253,508720334360.384,741190111123.648,292854923264.044,3408660372521.6,10193648549232.6,1095569332224.01,90045792900.3147,1815477547229.14,2349885323018.25,732926872125.477,18719911964285.1
2054,4204037281.55017,-83937540259.84,-45731580866.56,79238841446.6632,-171122847428.113,-49649953078.6517,-85072566353.92,26241364858.88,-33492997455.36,28247512245.76,-4817355013.12003,-558107393228.8,-19863921032.2262,-39603294177.28,-94932438761.6,-186975744000,2473649093569.8,17527728475.4697,25042573067.264,-6819292382.13762,1090971707441.15,-35169785393.152,58842783012.1813,30234870245.376,126779240673.333,32836964801.6931,112748366467.657,621201261592.576,-211249636830.339,3879200717.6192,130810745400.596,497281956674.37,28468308038.0415,4237021716744.38,36408985763.8399,81773139719.9723,18426919641.91,1885442771730.6,31650090675.2,168061269115.722,270444704342.292,255819529093.12,89613300396.4214,222005272359.28,1563063547985.92,169926209420.174,23077235698.3467,355151894773.759,1128532833075.2,222205572055.039,6863812849851.72,62333705760.7681,167136097017.856,54577042844.3307,2836801134167.24,83314391773.1841,300777969246.208,426690314584.065,485365103034.369,196315306418.176,1027863210718.74,4482679119126.51,467899941797.894,48012203260.4784,950721935114.242,1778845710614.53,387758158315.52,11774737213910.7,94129418967.0414,318298746470.402,104937298995.202,3592399772712.99,140045773773.985,419821605928.962,605208376524.804,838839701258.248,348493554010.754,3446057582919.85,9879763247841.37,1037927956480.03,90320327988.8301,1589589580913.82,2293471853772.81,717279810207.878,20489851838961.2
2055,5226031345.12,-76701135232,-44606374290.7733,506275152392.127,-61105267399.68,-92895902341.12,-175768937861.12,-33914364183.0113,-20458427280.9312,34611171563.52,-79323994624.0001,-597577950003.2,-19202518528,-58611567329.28,182967142072.32,-157319751208.96,2387824551154.08,23877215040.8533,38473909620.7819,-9229845018.00635,1161308560916.48,-2432016735.49206,66412062171.6995,23278433555.1147,144758934683.648,31281243226.4533,116069906522.112,723553458044.928,-159368864231.424,6681771822.59774,129862107661.926,631113067888.64,28969617915.392,4543982016122.04,38764467527.68,109003703377.92,9876456076.79999,2150966327705.6,40901520487.5503,220155960347.09,245640587166.476,300275793667.29,111699928883.2,281595675837.629,1847663412488.63,242878668177.408,23994682422.6133,484898678946.54,1046388838937.01,251555005258.365,8467048489799.66,64393768511.3905,229140787082.975,36967126187.1055,3241883684700.16,111101103343.617,409464160862.208,380163418783.744,553687865458.69,235872697479.169,1216470055989.13,5959037950257.72,601436278901.039,57903053517.3419,1295483333192.39,1703243410505.73,443625123967.558,13623069565939.8,123929257768.961,403848221127.121,69234114949.1208,4427432327250.14,164110734561.281,572052233256.969,599071991808.007,965462330982.402,414749731529.352,4264351181701.71,13470297821675.6,1281171980808.13,125192798142.989,2209038967060.14,2600576896860.21,625314515681.296,24863851641907.6
2056,12348281885.696,-79821282144.256,-47415984304.64,-136512836900.195,-123147413381.12,-118669725885.44,-295266780528.64,-20315461831.9101,-11626012944.4524,31853825522.455,37140793858.8764,-652591679324.16,-17655687628.8,-32351074192.64,-202137860328.107,-240604116486.827,1789399604003.84,25239115223.9612,20434828737.2844,-14059071063.7714,929403445510.144,-28680905239.0112,45250237898.3619,37275938163.3329,141202710762.057,45422967596.6984,139658720739.328,825070157185.024,-180613567158.478,5057361026.304,103441069087.13,440381036760.847,-1265744295.93615,4290563664358.11,45630532894.9306,99189365613.7143,9858427934.72,1910791505510.4,28086545741.6628,212421361242.817,163337135718.4,274037468856.32,108524546569.213,308960196055.365,2087449775932.95,193929178413.176,24667709894.656,477179207896.719,1187242355861.57,170735597977.6,7725652233351.42,66889687549.9523,212410879795.201,31245629244.0747,2931507855491.08,94670990741.5042,356101852798.976,400290173763.584,545123417973.3,240446728503.296,1276676978507.84,5743656929975.9,505672513890.987,58943094650.8803,1322595069077.57,1824204408651.78,333352745135.544,14173834922023.7,105864537886.72,372265914695.699,63128774988.802,4629287724646.52,149731536742.405,567451041218.571,594736912394.844,877872986512.975,419618599116.804,3954766546534.71,12914647484990,1093503786097.78,93551944590.223,2419949892730.91,2387656703126.2,727074287861.819,24484623239499.2
2057,10098925522.56,-92959036999.68,-36367649976.32,572876813152.554,-103964952739.84,-43437122491.5578,-7108961662.22837,54420880464.2879,-5335077622.4,19075939104,-40191086.7416239,-645989874483.2,-32621315546.88,-137796988958.72,-55885709698.2145,-197322927554.56,1981717581256.63,25153621756.416,23147923208.192,-8514384469.33336,1334960901619.71,-23589844016.7619,91274916292.608,102321548538.823,156926800847.238,33845090891.776,130574310570.394,803746387918.847,-152406594461.696,8658774791.23907,75647937216.512,481443912453.689,41875923838.2933,4709615579514.72,44564000133.12,122667474001.92,17527492633.5999,2262193987385.58,28463558872.7196,219825248460.8,266100285439.999,316032013653.333,118050079047.68,289367891312.639,2099172562261.33,235909646215.529,30173439641.6,505129775819.174,1122865407590.4,206690162061.491,8581218853286.23,79582698042.6787,211606462087.169,41707852660.396,3353688596558.03,77895857428.3176,355602670114.134,427536405949.36,564851765936.128,230840200069.122,1239084799492.12,5324101498437.68,635098766442.497,60357453658.1121,1226792031966.06,1748614467944.45,407364306665.474,14266815662913,131993525025.874,342031857213.447,94257370726.405,4688618091970.69,130985411594.244,500980597602.903,630427737456.665,838000629857.567,416929542553.609,4522352868720.83,13310996322058.3,1222801358848,102141217634.991,2442497083913.27,2814915056599.08,727134814945.303,27590055909843.5
2058,11852599644.0449,-62189293750.272,-43267000878.08,36314596480.9872,-88855318983.1111,-128446758707.2,-55789722624,26242243917.2063,306721257.12,25725556261.9259,-52840075064.3201,-569580818236.952,-26680934735.36,-88594408468.48,92205178675.2,-225422079512.381,2301618139263.15,23983687716.8498,44121382263.0831,-6489364695.89334,1016226638576.86,-36582106445.824,89207161554.944,46639815553.024,162790908668.587,39796342850.9013,115505092456.448,701550911684.608,-180516727513.088,10237015064.064,119439190544.384,717137029431.296,7664624859.97036,4526863117741.1,41834380881.92,143100095447.04,15118860640.1693,2083752827289.6,34682297493.573,261686588453.926,137454448791.703,347037212313.995,120862939013.12,297772013783.856,1899282506711.04,219872153873.066,27781277996.3733,452041706045.439,1300005605354.33,210303541638.094,8115410770017.52,74149987823.6161,230836810339.152,36521499757.568,3213266397762.69,85697379207.7212,374778938163.2,346238496473.09,563095280041.985,257144337235.968,1256636876763.16,5582665620652.15,604288272953.973,60855260415.8229,1244357212831.76,2013022985912.32,378976805027.84,14722464478444.6,110007062338.564,372430739087.364,81751850024.9657,4557448643870.74,124461690053.974,473383000883.203,547574866001.933,835612306800.649,421520374030.905,4693926779945.29,14734976504300.1,1230364250767.4,98732143042.56,2687527420640.5,2659711225528.34,698611406425.416,28916315975630.3
2059,5713816190.68381,-62573989392.384,-42389318374.4,640109401523.82,-83466167976.96,-47261192683.52,-81441051027.9308,17236689956.1954,-16047805082.88,42670150753.7978,172071182848,-762496401817.6,-12304854886.4,-136872643998.72,196594315113.813,-242611759418.027,2950277370019.84,21499436396.544,48085757776.8959,-6413779423.488,1407941054136.32,-20651722502.144,112765122187.264,92384990062.592,160279984345.088,36080048113.664,118854900824.064,958152137928.465,-184044139610.112,11828070409.7524,143572910771.643,645802142980.027,15533543365.8368,5020431605223.42,46731587829.76,130514140815.36,13487741662.72,2392862174740.48,29125906923.52,215489974632.448,230396743980.373,333637904465.92,123474290831.36,279980876021.76,2059856747460.4,249952500546.37,33207982133.2479,500476121688.746,1340771903823.92,195035622255.218,8914786101616.42,83788555122.0055,244291927405.173,38877877277.6961,3409637674582.02,82301337235.9121,349022583288.957,377214513594.37,607314387369.984,258675921616.896,1222656687954.65,6051960138235.91,560792749899.777,64801160957.9523,1357068401213.45,2072560082911.24,418773163121.783,14636550405392,134509446082.562,389229248839.687,79274046136.3205,4618045641195.58,131383334481.92,549642372546.568,528019518668.819,959056108224.442,471252638915.615,4732202996203.57,13364810008695.6,1281820626488.9,120096091173.933,2241152910950.41,2687316403595.96,675106245754.907,25939783953112.3
