"method","binlo","binhi","intercept_coef","bindays_coef","gdppc_coef","popop_coef","intercept_serr","bindays_serr","gdppc_serr","popop_serr"
"fullba",-Inf,-17,-5.59352211032601,0.252503135447763,1.16219764584963,-0.584818382817598,25.7072118913886,0.460193089412988,1.84320651617631,1.75876244985506
"fullba",-17,-12,-0.598747759311788,0.093868310041506,0.183786362996474,-0.0925084189226033,8.56139282416214,0.0664078425484739,0.588732085899808,0.552148551634447
"fullba",-12,-7,4.73288219672577,-0.041120924407029,-0.857612506283863,0.318619457352653,4.8791790827607,0.027553718888365,0.338785828503031,0.307896472963278
"fullba",-7,-2,3.36669315455776,-0.00115489581663741,-0.288536688539095,-0.118702439642434,2.90308362144889,0.0116402058131226,0.201098644948088,0.19565149164622
"fullba",-2,3,-0.278763876305585,-0.00186309725380433,-0.04168093012239,0.0680759350195037,1.79888596892526,0.0060382931680266,0.131652896951182,0.128000862488575
"fullba",3,8,2.32338907973348,0.00105919993850122,-0.17692897913082,-0.0942030191202304,2.13978288279094,0.00461260167894994,0.151918579404141,0.149112529555133
"fullba",8,13,2.34602235367976,-0.00557070851412508,-0.120001848398972,-0.125683947817651,2.25128839870158,0.00443820034135604,0.153639454584975,0.148497980097662
"fullba",13,18,0.137496938881096,0.00295725379408428,0.0730430106785592,-0.0970841563793603,1.71542547668847,0.00193450409385439,0.105534755304754,0.115297607081
"fullba",23,28,-0.126644354916577,-0.0010413829665972,0.00702595193975964,0.0237620112530016,1.77455079510684,0.00110118079852555,0.112875627492306,0.125436915384008
"fullba",28,33,3.08451615413624,-0.0136021597679396,-0.0130729925070182,-0.218459319081883,8.44504015589038,0.0141247300555307,0.561061563795619,0.58531276950037
"fullba",33,Inf,-7.23443817827733,-0.0916394442057094,0.563537734487758,0.709808622494215,26.493685234811,0.855334625893948,3.83366293194893,3.10854350459448
