"method","binlo","binhi","intercept_coef","bindays_coef","gdppc_coef","popop_coef","intercept_serr","bindays_serr","gdppc_serr","popop_serr"
"fullba",-Inf,-17,-2.34050241904905,0.255323265676753,0.762111644910633,-0.653846516735963,24.1966152119323,0.457581705189878,1.88073335763661,1.68101734500902
"fullba",-17,-12,4.19860766368515,0.135702402878265,-0.0418573277219524,-0.417920320778782,9.28655967540164,0.067015415761252,0.634773010772955,0.583434378794808
"fullba",-12,-7,3.44973664125261,-0.0391163751600553,-0.785624617779562,0.388709207524132,5.40976800151304,0.0270808082114205,0.367419007030325,0.343635382132103
"fullba",-7,-2,3.94624260624364,0.00968133850812559,-0.19888475064055,-0.245719274013317,3.03407270083558,0.0121300533047679,0.212870633244672,0.203968437638657
"fullba",-2,3,-0.31284940956563,-0.00219670883096832,-0.0462019247969777,0.0745025724033626,1.7706049251021,0.00600472844569846,0.129078355486771,0.129467833341111
"fullba",3,8,2.2892344357333,-0.00670037438468809,-0.250463083869641,-0.00302437524120321,2.21976938412222,0.00512420377887009,0.164190522564412,0.15270935603511
"fullba",8,13,-18.7556113377063,0.0260098724383215,1.88033312137262,0.418017260113397,11.9862697676295,0.0280991539490545,0.915273432048436,0.83091836681445
"fullba",13,18,0.353608790530491,0.00320567839869841,0.0514123968290546,-0.103950000756142,2.00533018132451,0.00244974892786028,0.133031287974587,0.127785577087903
"fullba",23,28,2.76667145461782,-0.00197041961273513,-0.0906997100867265,-0.189321121060309,2.18449392048682,0.00142691883316853,0.144453375707172,0.148244144450066
"fullba",28,33,2.81934985677273,-0.0143403907917478,-0.0538170764301113,-0.162052937386334,9.18246836309171,0.0153708851669293,0.631775756352649,0.632641059368028
"fullba",33,Inf,5.36552253544129,0.203947520619905,-2.80595584569653,1.65449508591059,26.9336669620551,0.683737996408632,3.26065172193843,2.72793059758979
