"method","binlo","binhi","intercept_coef","bindays_coef","gdppc_coef","popop_coef","intercept_serr","bindays_serr","gdppc_serr","popop_serr"
"fullba",-Inf,-17,-5.96361487915297,0.255741765357944,1.00986086297403,-0.46934437015622,34.7630451313672,0.484481156446945,2.39695679024417,2.17958372604192
"fullba",-17,-12,4.02757624194376,0.138009625394097,-0.0182230463911321,-0.41726255623606,9.33692010808185,0.0684643386150226,0.633971256665706,0.592523563631932
"fullba",-12,-7,3.60349018713086,-0.0385497451251358,-0.797723556506048,0.381477311324432,5.49442723204539,0.0271877482725467,0.378367662987893,0.345468114735173
"fullba",-7,-2,4.01530166839676,0.00936996473420183,-0.20608555856345,-0.246760380550064,3.1216535014225,0.0124543830480474,0.215305486523807,0.211250048037809
"fullba",-2,3,-0.308257515354568,-0.00248578894095608,-0.0495838454089814,0.0775722805125606,1.80450844304774,0.00587885813308926,0.127496309413364,0.130646429024153
"fullba",3,8,2.41841071156172,-0.00685324068964012,-0.261082728457351,-0.00790221473493887,2.17296358355718,0.00521958340893747,0.160420364642141,0.149597763729769
"fullba",8,13,-19.0762489840386,0.0269409590182929,1.9076597778032,0.42594673583653,13.4049640315278,0.0269103270238058,0.950818947798571,0.913206363554198
"fullba",13,18,0.318014844018464,0.00329043985261731,0.0530683971116042,-0.102316061697871,2.00632578400818,0.00257056308686091,0.131099279237768,0.12996954890383
"fullba",23,28,2.63578000150062,-0.00199866282288534,-0.0833971039601046,-0.181748407776413,2.28029399273214,0.00148941502819729,0.145174789877539,0.155852839744128
"fullba",28,33,2.59474286554433,-0.0133570697426447,-0.0548955157078252,-0.139674190264155,9.16443380177,0.0144761011206976,0.624095133130819,0.620134635319281
"fullba",33,Inf,41.7482555743358,0.151900639599782,-4.94322083704713,-0.464395918029977,78.6077227824902,0.713184074014625,5.52024895573916,5.08310114211375
