"method","binlo","binhi","intercept_coef","bindays_coef","gdppc_coef","popop_coef","intercept_serr","bindays_serr","gdppc_serr","popop_serr"
"fullba",-Inf,-17,-2.07573109296394,0.245891115678168,0.903740344085147,-0.745190526184611,30.9216133825354,0.487622716022176,2.19079214712828,1.9357461636903
"fullba",-17,-12,-1.52120687590267,0.103046566102596,0.21885312064417,-0.026894038865877,9.26517794755825,0.0684294299542714,0.602620529795098,0.60450072642871
"fullba",-12,-7,4.5730006332761,-0.0409269346980741,-0.844393243404895,0.324136004916072,5.09316459664813,0.0285752425090888,0.341002286533109,0.32634863522328
"fullba",-7,-2,3.50333674415566,-0.000597735911609943,-0.301281339707883,-0.122308556170891,2.84232432189519,0.0108760695153508,0.200039305410929,0.189729697366097
"fullba",-2,3,-0.591860129508402,-0.000970525230923325,-0.0143551565283813,0.0769777895243477,1.81999162347931,0.00614308106117817,0.142682854573389,0.122631913008148
"fullba",3,8,1.7763540227955,0.00147951336639167,-0.134729207621045,-0.072742080874559,2.04625406756969,0.00487957279035323,0.159831523920322,0.134340374629168
"fullba",8,13,2.59909259669567,-0.00547727977523662,-0.125967750141029,-0.148266846213756,2.32965668400942,0.0040989816997595,0.147848108502694,0.160454840386261
"fullba",13,18,0.337281038885339,0.00309974402714568,0.0679047141161472,-0.114608990664963,1.81308805077155,0.0019561473128769,0.11277015961677,0.119648261063849
"fullba",23,28,-0.139151239641878,-0.000938179408064281,0.00240322700630291,0.0279786355933684,1.82923113812842,0.00109926250361384,0.116227461117701,0.127528620502194
"fullba",28,33,2.81186290871875,-0.0139757699041705,0.0159266117237783,-0.211419901553434,8.29638804098792,0.0136774986294612,0.558768759007121,0.573128421173132
"fullba",33,Inf,-97.9680752869464,0.0344008654159451,6.51366530115865,5.50327946859346,96.8470461789534,0.830072825593445,6.67127720898738,6.51221851468931
