"method","binlo","binhi","intercept_coef","bindays_coef","gdppc_coef","popop_coef","intercept_serr","bindays_serr","gdppc_serr","popop_serr"
"fullba",-Inf,-17,5.84778422545756,-0.0266848432816041,-0.075212461467516,-0.566333546446619,3.99780351227882,0.0781409838232101,0.423997173318885,0.498500598593528
"fullba",-17,-12,4.95833869633969,-0.0059700110200733,-0.269890786167386,-0.153180891075553,3.12449723325385,0.0531493389904099,0.317369926957216,0.35892206964283
"fullba",-12,-7,4.05578216882131,-0.0935561251047117,-0.184192517373731,0.0921717945259648,2.36338323776133,0.0245774646862146,0.247793745583115,0.262212715977726
"fullba",-7,-2,3.10662657041324,-0.032124634115981,-0.114392485494727,-0.149076134218141,1.71908400472678,0.0149591361893668,0.189306402771268,0.186438314450479
"fullba",-2,3,2.19449522464787,-0.00545390559876824,-0.0992853417283526,-0.113972537945849,1.20478017980097,0.00423880675879477,0.137735899151178,0.0853978635444744
"fullba",3,8,1.41887201766476,0.000696862191741271,-0.041696324784104,-0.11973571321483,0.815563262443191,0.00317253469267568,0.0947271999225459,0.0682726139729564
"fullba",8,13,0.652539731383903,-0.00212254706167662,-0.0477225747172575,0.0137316367020314,0.462107076810657,0.00998220543027091,0.0936623518077489,0.0957389574694333
"fullba",13,18,-0.245688578160234,0.00339788202710356,-0.0469169505905589,0.0581011356129404,0.465837459783674,0.0017061108310073,0.042878013637102,0.0453947037118122
"fullba",23,28,-0.330266514679982,-0.00101967576059372,0.0373939891629104,0.0191760172894332,0.92332417162714,0.000827054346691763,0.0725333307230212,0.0634748938576212
"fullba",28,33,-0.30700355147269,-0.0119392971206972,0.393987424655653,-0.27286671749352,1.53512948362697,0.00561946419825645,0.150193632216222,0.166137884301437
"fullba",33,Inf,-0.297757566490483,-0.0150581116447677,0.690187782312924,-0.45890596067653,2.28832856559813,0.229980319901311,0.446478677602464,0.492148969997956
