"binlo","binhi","intercept_coef","bindays_coef","gdppc_coef","popop_coef","intercept_serr","bindays_serr","gdppc_serr","popop_serr"
-Inf,-17,6.791160263623,-0.0503973418041829,-0.14102054570252,-0.553455013162013,7.6356681830871,0.0396508834557352,0.699432970951641,0.294856136723897
-17,-12,32.4397242752053,-0.0758018495140891,-2.11170563329956,-1.24908125148883,6.46720432089927,0.0336861020593995,0.582471207964398,0.254585573878015
-12,-7,20.6958672576995,-0.114603943124123,-1.46054950204831,-0.409000860330812,4.43878953292197,0.0160111740508303,0.427356811034556,0.227250162977769
-7,-2,7.58021421183968,-0.0417831980480714,-0.553794721528057,-0.10432119543765,2.93854733394472,0.00607500312357299,0.342526403473451,0.106963314438049
-2,3,3.52385312009202,-0.00254317172557393,-0.311568572561045,0.000368540786956589,1.8863525498033,0.00259257450604952,0.220248918622985,0.0641433210120562
3,8,1.4814453002215,0.00277410843701904,-0.0964972726266392,-0.0625776404238841,1.60619891078762,0.00284479927158523,0.183588427666717,0.0554246270178126
8,13,2.11239127181714,0.000271299190803016,-0.206183725099052,0.00984362557619034,0.958982996532799,0.00191993859025703,0.111482983727446,0.0389580652052455
13,18,1.19299679939731,0.000396965027076719,-0.137718626456081,0.0239174018270753,0.586916147983808,0.00136177526318398,0.0620058678408838,0.027505629449111
23,28,0.628754356444448,-0.00093464556374442,-0.0695671176929066,0.0322050303219717,0.942458494262104,0.000746007104165077,0.0817403065120621,0.0496595344849735
28,33,3.55615892040769,-0.031076282664632,0.153842493382637,-0.421821591356588,3.33151266420418,0.00513635173350301,0.211150013192827,0.211818620020446
33,Inf,16.9395837229572,-0.0735403154369757,-1.50360617561306,-0.0823431818683548,9.94340034139242,0.044891973083163,0.634599054201448,0.602073746174524
